Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=Double, Clear, Metal, Air	Option=Double, Clear, Metal, Air, Exterior Clear Storm	Option=Double, Clear, Non-metal, Air	Option=Double, Clear, Non-metal, Air, Exterior Clear Storm	Option=Double, Low-E, Non-metal, Air, M-Gain	Option=Single, Clear, Metal	Option=Single, Clear, Metal, Exterior Clear Storm	Option=Single, Clear, Non-metal	Option=Single, Clear, Non-metal, Exterior Clear Storm	Option=Triple, Low-E, Non-metal, Air, L-Gain	Option=Void	source_count	source_weight	fallback_count	fallback_weight
2A	400%+	Multi-Family with 5+ Units	Owner	1980-99	0.534169	0.0245852	0.0518817	0.00367363	0.0279363	0.233659	0.0107542	0.0290391	0.00133653	0.0829655	0	8	128876	13	175754
2A	400%+	Multi-Family with 5+ Units	Renter	1980-99	0.273425	0.0125844	0.0672346	0.00618896	0.0672346	0.434466	0.0199963	0.113639	0.00523026	0	0	11	107932	11	107932
2A	Not Available	Multi-Family with 5+ Units	Not Available	1980-99	0.187429	0.00862645	0.139439	0.0113535	0.107241	0.381559	0.0175613	0.125105	0.00575795	0.0159279	0	58	915468	58	915468
2A	Not Available	Multi-Family with 5+ Units	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	13	212324	13	212324
2A	Not Available	Multi-Family with 5+ Units	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	45	703144	45	703144
2A	0-100%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	4	55022.8	24	237585
2A	0-100%	Multi-Family with 5+ Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	0	0	15	148214
2A	0-100%	Multi-Family with 5+ Units	Renter	2000-09	0.277506	0.0127722	0.0477539	0.0054947	0.0716309	0.397402	0.0182905	0.161707	0.00744259	0	0	4	55022.8	21	201252
2A	100-150%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	2	26205.4	15	129894
2A	100-150%	Multi-Family with 5+ Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	1	16378.4	15	148214
2A	100-150%	Multi-Family with 5+ Units	Renter	2000-09	0.36378	0.016743	0.0219798	0.00252906	0.0329697	0.361962	0.0166594	0.175308	0.00806859	0	0	1	9827.03	12	93560.9
2A	150-200%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	4	43592.9	15	129894
2A	150-200%	Multi-Family with 5+ Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	1	13432.1	15	148214
2A	150-200%	Multi-Family with 5+ Units	Renter	2000-09	0.36378	0.016743	0.0219798	0.00252906	0.0329697	0.361962	0.0166594	0.175308	0.00806859	0	0	3	30160.8	12	93560.9
2A	200-300%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	13	111354	13	111354
2A	200-300%	Multi-Family with 5+ Units	Owner	2000-09	0.0289061	0.00133041	0.128759	0.0148153	0.193138	0.428207	0.0197083	0.176991	0.00814602	0	0	4	33723.1	11	71741.2
2A	200-300%	Multi-Family with 5+ Units	Renter	2000-09	0.0717374	0.00330172	0.0861458	0.00991218	0.129219	0.404135	0.0186004	0.264763	0.0121857	0	0	9	77630.8	11	98523
2A	300-400%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	5	59533.3	22	200024
2A	300-400%	Multi-Family with 5+ Units	Owner	2000-09	0.0289061	0.00133041	0.128759	0.0148153	0.193138	0.428207	0.0197083	0.176991	0.00814602	0	0	2	24366.4	11	71741.2
2A	300-400%	Multi-Family with 5+ Units	Renter	2000-09	0.113501	0.0052239	0.0904951	0.0104126	0.135743	0.430013	0.0197914	0.186248	0.0085721	0	0	3	35166.9	15	140056
2A	400%+	Multi-Family with 5+ Units	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	15	186992	15	186992
2A	400%+	Multi-Family with 5+ Units	Owner	2000-09	0.331786	0.0152705	0.105158	0.0120997	0.157736	0.249455	0.0114812	0.111865	0.00514858	0	0	2	14734.3	15	148214
2A	400%+	Multi-Family with 5+ Units	Renter	2000-09	0.0777368	0.00357784	0.162002	0.0186403	0.243002	0.473259	0.0217818	0	0	0	0	13	172258	13	172258
2A	Not Available	Multi-Family with 5+ Units	Not Available	2000-09	0.165483	0.00761636	0.114931	0.0132243	0.172396	0.410004	0.0188705	0.0931869	0.00428894	0	0	35	482700	35	482700
2A	Not Available	Multi-Family with 5+ Units	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	7	102634	15	148214
2A	Not Available	Multi-Family with 5+ Units	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	28	380066	28	380066
2A	0-100%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	8	110314	10	125521
2A	0-100%	Multi-Family with 5+ Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	0	0	56	638711
2A	0-100%	Multi-Family with 5+ Units	Renter	2010s	0.277502	0.0127721	0	0.00589848	0.128158	0.355119	0.0163444	0.195221	0.00898508	0	0	8	110314	10	125521
2A	100-150%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	4	34164.5	13	119804
2A	100-150%	Multi-Family with 5+ Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	0	0	56	638711
2A	100-150%	Multi-Family with 5+ Units	Renter	2010s	0.482782	0.0222201	0	0.0133218	0.289447	0.0557229	0.00256465	0.128048	0.00589344	0	0	4	34164.5	13	119804
2A	150-200%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	6	67038.7	13	119804
2A	150-200%	Multi-Family with 5+ Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	0	0	56	638711
2A	150-200%	Multi-Family with 5+ Units	Renter	2010s	0.482782	0.0222201	0	0.0133218	0.289447	0.0557229	0.00256465	0.128048	0.00589344	0	0	6	67038.7	13	119804
2A	200-300%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	6	68610.9	11	112189
2A	200-300%	Multi-Family with 5+ Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	0	0	56	638711
2A	200-300%	Multi-Family with 5+ Units	Renter	2010s	0.196098	0.00902545	0	0.012774	0.277545	0.266281	0.0122556	0.216076	0.0099449	0	0	6	68610.9	11	112189
2A	300-400%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	4	32622.4	11	112189
2A	300-400%	Multi-Family with 5+ Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	0	0	56	638711
2A	300-400%	Multi-Family with 5+ Units	Renter	2010s	0.196098	0.00902545	0	0.012774	0.277545	0.266281	0.0122556	0.216076	0.0099449	0	0	4	32622.4	11	112189
2A	400%+	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	21	225863	21	225863
2A	400%+	Multi-Family with 5+ Units	Owner	2010s	0.295313	0.0135918	0	0.0107277	0.233083	0.236752	0.0108965	0.187949	0.00865039	0.00303583	0	1	13359.9	56	638711
2A	400%+	Multi-Family with 5+ Units	Renter	2010s	0.195045	0.00897696	0	0.012366	0.268679	0.311682	0.0143452	0.180594	0.00831185	0	0	20	212503	20	212503
2A	Not Available	Multi-Family with 5+ Units	Not Available	2010s	0.283763	0.0130602	0	0.0118774	0.258063	0.261196	0.0120216	0.152979	0.00704086	0	0	40	538613	40	538613
2A	Not Available	Multi-Family with 5+ Units	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	1	13359.9	56	638711
2A	Not Available	Multi-Family with 5+ Units	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	39	525253	39	525253
2A	0-100%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	2	18299	18	134653
2A	0-100%	Multi-Family with 5+ Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
2A	0-100%	Multi-Family with 5+ Units	Renter	<1940	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	2	18299	15	118388
2A	100-150%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	1	24.4181	18	134653
2A	100-150%	Multi-Family with 5+ Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
2A	100-150%	Multi-Family with 5+ Units	Renter	<1940	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	1	24.4181	15	118388
2A	150-200%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	18	134653
2A	150-200%	Multi-Family with 5+ Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
2A	150-200%	Multi-Family with 5+ Units	Renter	<1940	0	0	0.0276644	0.00254651	0.0276644	0.659824	0.0303685	0.164911	0.00759003	0.0794317	0	0	0	15	118388
2A	200-300%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	12	57178.9
2A	200-300%	Multi-Family with 5+ Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
2A	200-300%	Multi-Family with 5+ Units	Renter	<1940	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	0	0	22	210628
2A	300-400%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	0	0	12	57178.9
2A	300-400%	Multi-Family with 5+ Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	0	0	27	247382
2A	300-400%	Multi-Family with 5+ Units	Renter	<1940	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	0	0	22	210628
2A	400%+	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	3	23577.5	27	247382
2A	400%+	Multi-Family with 5+ Units	Owner	<1940	0.0941636	0.00433389	0.0460455	0.00423849	0.0460455	0.480681	0.0221234	0.252724	0.0116316	0.0380131	0	1	6056.4	27	247382
2A	400%+	Multi-Family with 5+ Units	Renter	<1940	0.110595	0.00509015	0.0540804	0.00497811	0.0540804	0.444981	0.0204803	0.249582	0.011487	0.0446463	0	2	17521.1	22	210628
2A	Not Available	Multi-Family with 5+ Units	Not Available	<1940	0.0908394	0.00418089	0.0774725	0.00713136	0.0774725	0.546843	0.0251685	0.102229	0.00470512	0.0639578	0	5	41900.9	12	147031
2A	Not Available	Multi-Family with 5+ Units	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	1	6056.4	27	247382
2A	Not Available	Multi-Family with 5+ Units	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	4	35844.5	10	129519
2A	0-100%	Single-Family Attached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	3	8354.49	28	224869
2A	0-100%	Single-Family Attached	Owner	1940-59	0.224547	0.0103348	0.0086123	0.000792764	0.0086123	0.251109	0.0115573	0.423727	0.0195021	0.0412051	0	1	867.045	18	141360
2A	0-100%	Single-Family Attached	Renter	1940-59	0.121349	0.00558512	0	0	0	0.153652	0.00707185	0.680999	0.031343	0	0	2	7487.44	10	83509.1
2A	100-150%	Single-Family Attached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	1458.17	28	162368
2A	100-150%	Single-Family Attached	Owner	1940-59	0.110207	0.00507229	0.0998716	0.0091932	0.0998716	0.0107477	0.000494663	0.635302	0.0292398	0	0	1	1458.17	21	103009
2A	100-150%	Single-Family Attached	Renter	1940-59	0.177181	0.00815479	0.0920528	0.00847348	0.0920528	0.212439	0.00977752	0.382274	0.0175942	0	0	0	0	11	79966.5
2A	150-200%	Single-Family Attached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	1	802.266	18	105682
2A	150-200%	Single-Family Attached	Owner	1940-59	0	0	0.145465	0.0133901	0.145465	0.117909	0.00542676	0.547161	0.0251831	0	0	0	0	14	85073.8
2A	150-200%	Single-Family Attached	Renter	1940-59	0.177181	0.00815479	0.0920528	0.00847348	0.0920528	0.212439	0.00977752	0.382274	0.0175942	0	0	1	802.266	11	79966.5
2A	200-300%	Single-Family Attached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	2	2736.78	39	298290
2A	200-300%	Single-Family Attached	Owner	1940-59	0.1553	0.0071477	0.141511	0.0130261	0.141511	0.273638	0.0125942	0.24404	0.011232	0	0	2	2736.78	32	222432
2A	200-300%	Single-Family Attached	Renter	1940-59	0	0	0.155331	0.0142983	0.155331	0.332534	0.0153049	0.312804	0.0143968	0	0	0	0	12	88177.6
2A	300-400%	Single-Family Attached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	0	0	24	153943
2A	300-400%	Single-Family Attached	Owner	1940-59	0.128736	0.00592507	0.118686	0.0109251	0.118686	0.221447	0.0101921	0.368445	0.0169577	0	0	0	0	23	148607
2A	300-400%	Single-Family Attached	Renter	1940-59	0	0	0.155331	0.0142983	0.155331	0.332534	0.0153049	0.312804	0.0143968	0	0	0	0	12	88177.6
2A	400%+	Single-Family Attached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	2	1176.84	50	390766
2A	400%+	Single-Family Attached	Owner	1940-59	0.181078	0.00833414	0.120363	0.0110794	0.120363	0.212254	0.00976901	0.247956	0.0114122	0.077391	0	1	643.592	46	356966
2A	400%+	Single-Family Attached	Renter	1940-59	0.160939	0.00740722	0.202809	0.0186686	0.202809	0.0513711	0.00236436	0.338072	0.0155598	0	0	1	533.249	10	46635.5
2A	Not Available	Single-Family Attached	Not Available	1940-59	0.140381	0.00646105	0.109645	0.0100928	0.109645	0.201688	0.0092827	0.370704	0.0170617	0.0250395	0	8	14528.5	137	1.33592e+06
2A	Not Available	Single-Family Attached	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	4	5705.59	110	1.05745e+06
2A	Not Available	Single-Family Attached	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	4	8822.96	27	278470
2A	0-100%	Single-Family Attached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	5	30745	34	257222
2A	0-100%	Single-Family Attached	Owner	1960-79	0.0271451	0.00124936	0.0835145	0.00768753	0.0835145	0.551226	0.0253702	0.2106	0.0096929	0	0	1	4731.32	21	166856
2A	0-100%	Single-Family Attached	Renter	1960-79	0.264349	0.0121667	0.0331146	0.00304821	0.0331146	0.189286	0.0087119	0.324332	0.0149274	0.11695	0	4	26013.7	13	90366.6
2A	100-150%	Single-Family Attached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	3	7917.58	38	216075
2A	100-150%	Single-Family Attached	Owner	1960-79	0.197435	0.00908695	0.0569077	0.00523837	0.0569077	0.345724	0.015912	0.242086	0.011142	0.0595605	0	1	2062.79	30	171442
2A	100-150%	Single-Family Attached	Renter	1960-79	0.164864	0.00758786	0.101196	0.00931514	0.101196	0.37511	0.0172645	0.213634	0.0098325	0	0	2	5854.8	18	90326.4
2A	150-200%	Single-Family Attached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	4	7772.82	35	192197
2A	150-200%	Single-Family Attached	Owner	1960-79	0.257598	0.011856	0.0385178	0.00354557	0.0385178	0.27347	0.0125865	0.330021	0.0151892	0.0186984	0	2	3826.72	25	146504
2A	150-200%	Single-Family Attached	Renter	1960-79	0.301387	0.0138714	0.049678	0.00457287	0.049678	0.543464	0.025013	0.0117935	0.000542795	0	0	2	3946.1	10	45693.6
2A	200-300%	Single-Family Attached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	7	28269.8	79	489865
2A	200-300%	Single-Family Attached	Owner	1960-79	0.313139	0.0144123	0.109538	0.010083	0.109538	0.248641	0.0114437	0.173711	0.00799507	0.00149735	0	2	5780.06	63	390806
2A	200-300%	Single-Family Attached	Renter	1960-79	0.147963	0.00681	0	0	0	0.421759	0.0194115	0.386279	0.0177785	0	0	5	22489.8	16	99058.8
2A	300-400%	Single-Family Attached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	5	17114.5	61	328016
2A	300-400%	Single-Family Attached	Owner	1960-79	0.177281	0.00815938	0.1461	0.0134485	0.1461	0.392585	0.0180688	0.0881843	0.00405869	0.00601361	0	2	6431.93	47	254193
2A	300-400%	Single-Family Attached	Renter	1960-79	0.254691	0.0117222	0.0295609	0.00272109	0.0295609	0.0778277	0.00358203	0.564359	0.0259747	0	0	3	10682.5	14	73823.4
2A	400%+	Single-Family Attached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	7	37119.8	101	755014
2A	400%+	Single-Family Attached	Owner	1960-79	0.161449	0.0074307	0.144729	0.0133224	0.144729	0.335186	0.015427	0.169907	0.00781999	0	0	5	30730.7	85	654774
2A	400%+	Single-Family Attached	Renter	1960-79	0.0478465	0.00220214	0.139535	0.0128442	0.139535	0.495833	0.0228208	0.13325	0.00613285	0	0	2	6389.17	16	100241
2A	Not Available	Single-Family Attached	Not Available	1960-79	0.246424	0.0113417	0.0462632	0.00425853	0.0462632	0.280273	0.0128996	0.242747	0.0111725	0.0983573	0	21	128940	21	128940
2A	Not Available	Single-Family Attached	Owner	1960-79	0	0	0	0	0	0	0	0	0	0	1	9	53563.5	198	1.78457e+06
2A	Not Available	Single-Family Attached	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	12	75376.1	12	75376.1
2A	0-100%	Single-Family Attached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	4	27090.6	35	296365
2A	0-100%	Single-Family Attached	Owner	1980-99	0.216458	0.00996248	0.0460873	0.00326334	0.0248162	0.593409	0.0273117	0.0752304	0.00346249	0	0	1	3163.09	23	206703
2A	0-100%	Single-Family Attached	Renter	1980-99	0	0	0.0659634	0.005206	0.0471487	0.662274	0.0304812	0.180614	0.00831279	0	0	3	23927.5	12	89662
2A	100-150%	Single-Family Attached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	1	5465.3	33	206935
2A	100-150%	Single-Family Attached	Owner	1980-99	0.0959112	0.00441432	0.136531	0.0120191	0.124611	0.388508	0.0178811	0.120724	0.00555633	0.0938438	0	1	5465.3	29	170723
2A	100-150%	Single-Family Attached	Renter	1980-99	0.248177	0.0114224	0.00151883	0.000139808	0.00151883	0.34846	0.0160379	0.356325	0.0163999	0	0	0	0	14	93827.5
2A	150-200%	Single-Family Attached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	4	16194.1	47	307759
2A	150-200%	Single-Family Attached	Owner	1980-99	0.178115	0.00819778	0.132913	0.0117126	0.121569	0.320143	0.0147346	0.159847	0.00735696	0.0454103	0	1	525.541	37	250144
2A	150-200%	Single-Family Attached	Renter	1980-99	0.404159	0.0186015	0.00247343	0.00022768	0.00247343	0.268375	0.012352	0.278519	0.0128188	0	0	3	15668.6	10	57615.4
2A	200-300%	Single-Family Attached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	8	28026.8	75	387993
2A	200-300%	Single-Family Attached	Owner	1980-99	0.274374	0.0126281	0.0650197	0.00558772	0.0563863	0.427934	0.0196957	0.129162	0.00594471	0.00326727	0	5	21295.1	59	307450
2A	200-300%	Single-Family Attached	Renter	1980-99	0.362596	0.0166885	0.125248	0.0102696	0.0978822	0.119444	0.00549741	0.169228	0.00778874	0.0853584	0	3	6731.69	16	80542.8
2A	300-400%	Single-Family Attached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	5	25749.1	78	460661
2A	300-400%	Single-Family Attached	Owner	1980-99	0.234053	0.0107723	0.130294	0.0108918	0.106355	0.381843	0.0175744	0.0670867	0.00308767	0.0380424	0	3	10621.4	66	382926
2A	300-400%	Single-Family Attached	Renter	1980-99	0.0596553	0.00274564	0.171578	0.0129032	0.108773	0.172639	0.00794574	0.399952	0.0184078	0.0454002	0	2	15127.7	12	77734.8
2A	400%+	Single-Family Attached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	13	66896.1	13	66896.1
2A	400%+	Single-Family Attached	Owner	1980-99	0.399284	0.0183771	0.1075	0.00816274	0.0698544	0.330638	0.0152176	0.0487246	0.00224256	0	0	10	51107.8	10	51107.8
2A	400%+	Single-Family Attached	Renter	1980-99	0.380831	0.0175278	0.0822545	0.00625943	0.0537458	0.309099	0.0142263	0.130069	0.00598643	0	0	3	15788.3	14	110412
2A	Not Available	Single-Family Attached	Not Available	1980-99	0.271954	0.0125167	0.0978033	0.00796415	0.0752359	0.438065	0.020162	0.0729424	0.00335718	0	0	26	169422	26	169422
2A	Not Available	Single-Family Attached	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	16	92178.2	16	92178.2
2A	Not Available	Single-Family Attached	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	10	77243.8	10	77243.8
2A	0-100%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	2	12208.6	49	296528
2A	0-100%	Single-Family Attached	Owner	2000-09	0.295934	0.0136204	0.0681308	0.00783932	0.102196	0.412683	0.0189938	0.077056	0.00354651	0	0	1	7578.63	43	268225
2A	0-100%	Single-Family Attached	Renter	2000-09	0.263234	0.0121154	0.176953	0.0203606	0.265429	0.161585	0.00743695	0.0887999	0.00408702	0	0	1	4630.01	16	80777.4
2A	100-150%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	3	16760.6	13	74894.7
2A	100-150%	Single-Family Attached	Owner	2000-09	0.130343	0.00599906	0.109611	0.0126121	0.164416	0.392414	0.0180609	0.159216	0.00732792	0	0	3	16760.6	11	65349.8
2A	100-150%	Single-Family Attached	Renter	2000-09	0.263234	0.0121154	0.176953	0.0203606	0.265429	0.161585	0.00743695	0.0887999	0.00408702	0	0	0	0	16	80777.4
2A	150-200%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	4	18477.9	28	158833
2A	150-200%	Single-Family Attached	Owner	2000-09	0.347436	0.0159908	0.0427756	0.00492188	0.0641634	0.480766	0.0221273	0.0208592	0.000960048	0	0	3	13136.4	25	144705
2A	150-200%	Single-Family Attached	Renter	2000-09	0.263234	0.0121154	0.176953	0.0203606	0.265429	0.161585	0.00743695	0.0887999	0.00408702	0	0	1	5341.54	16	80777.4
2A	200-300%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	5	13995.2	63	334056
2A	200-300%	Single-Family Attached	Owner	2000-09	0.347356	0.0159871	0.0430634	0.004955	0.0645952	0.361048	0.0166173	0.130247	0.00599464	0.0101363	0	3	11518.8	56	297341
2A	200-300%	Single-Family Attached	Renter	2000-09	0.363007	0.0167074	0.125762	0.0144705	0.188643	0.172276	0.00792902	0.106312	0.00489303	0	0	2	2476.35	13	65456.7
2A	300-400%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	4	19871.5	59	269909
2A	300-400%	Single-Family Attached	Owner	2000-09	0.23892	0.0109963	0.155994	0.0179491	0.233991	0.238949	0.0109977	0.0573967	0.00264169	0.0321645	0	2	9754.23	53	241167
2A	300-400%	Single-Family Attached	Renter	2000-09	0.363007	0.0167074	0.125762	0.0144705	0.188643	0.172276	0.00792902	0.106312	0.00489303	0	0	2	10117.3	13	65456.7
2A	400%+	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	13	71455.9	13	71455.9
2A	400%+	Single-Family Attached	Owner	2000-09	0.328989	0.0151418	0.101366	0.0116634	0.152048	0.373597	0.0171948	0	0	0	0	12	62247	12	62247
2A	400%+	Single-Family Attached	Renter	2000-09	0.287482	0.0132314	0.050706	0.00583438	0.0760591	0.347874	0.0160109	0.193879	0.00892331	0	0	1	9208.81	19	98495.6
2A	Not Available	Single-Family Attached	Not Available	2000-09	0.269943	0.0124242	0.0661292	0.00760901	0.0991939	0.398783	0.018354	0.12195	0.00561277	0	0	24	152770	24	152770
2A	Not Available	Single-Family Attached	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	19	120996	19	120996
2A	Not Available	Single-Family Attached	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	5	31774	19	166417
2A	0-100%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	1	2251.91	33	206972
2A	0-100%	Single-Family Attached	Owner	2010s	0.336207	0.015474	0	0.0186733	0.40572	0.159017	0.00731879	0	0	0.0575893	0	0	0	24	152719
2A	0-100%	Single-Family Attached	Renter	2010s	0.536587	0.0246965	0	0.0093519	0.203191	0.185299	0.00852842	0.0309224	0.00142321	0	0	1	2251.91	13	69620.2
2A	100-150%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	2	10164	25	145080
2A	100-150%	Single-Family Attached	Owner	2010s	0.267794	0.0123252	0	0.0185602	0.403262	0.211662	0.00974177	0	0	0.0766549	0	0	0	19	114735
2A	100-150%	Single-Family Attached	Renter	2010s	0.536587	0.0246965	0	0.0093519	0.203191	0.185299	0.00852842	0.0309224	0.00142321	0	0	2	10164	13	69620.2
2A	150-200%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	1	4275.1	17	92953.3
2A	150-200%	Single-Family Attached	Owner	2010s	0.337535	0.0155351	0	0.0193359	0.420116	0.198349	0.00912902	0	0	0	0	0	0	13	72772.3
2A	150-200%	Single-Family Attached	Renter	2010s	0.536587	0.0246965	0	0.0093519	0.203191	0.185299	0.00852842	0.0309224	0.00142321	0	0	1	4275.1	13	69620.2
2A	200-300%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	4	12220.1	36	191956
2A	200-300%	Single-Family Attached	Owner	2010s	0.518931	0.0238838	0	0.0096883	0.2105	0.150103	0.00690853	0.0764657	0.00351934	0	0	2	6877.75	29	167439
2A	200-300%	Single-Family Attached	Renter	2010s	0.549843	0.0253066	0	0	0	0.0290626	0.00133761	0.377094	0.0173558	0	0	2	5342.31	12	34416.4
2A	300-400%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	3	18437.6	39	186207
