Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Has Zonal Electric Heating	Dependency=HVAC Heating Type	Dependency=Tenure	Option=55F	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	source_count	source_weight	fallback_count	fallback_weight
3A	Multi-Family with 5+ Units	Yes	Ducted Heating	Owner	0	0.0477425	0	0.0997509	0.0550896	0.0855932	0.394869	0.218684	0.0595934	0.0386768	0	0	0	0	28	245063
3A	Multi-Family with 5+ Units	Yes	Ducted Heating	Renter	0	0.0247036	0	0.092326	0.0181667	0.0312101	0.207717	0.21597	0.213793	0.132957	0.0432893	0.0198675	0	0	34	394552
3A	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	34	394552
3A	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Owner	0	0.0477425	0	0.0997509	0.0550896	0.0855932	0.394869	0.218684	0.0595934	0.0386768	0	0	0	0	28	245063
3A	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Renter	0	0.0247036	0	0.092326	0.0181667	0.0312101	0.207717	0.21597	0.213793	0.132957	0.0432893	0.0198675	0	0	34	394552
3A	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	34	394552	34	394552
3A	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Owner	0	0.0477425	0	0.0997509	0.0550896	0.0855932	0.394869	0.218684	0.0595934	0.0386768	0	0	0	0	28	245063
3A	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Renter	0	0.0247036	0	0.092326	0.0181667	0.0312101	0.207717	0.21597	0.213793	0.132957	0.0432893	0.0198675	34	394552	34	394552
3A	Multi-Family with 5+ Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3A	Multi-Family with 5+ Units	Yes	None	Owner	0	0	0	0	0.0842484	0.163713	0.299054	0.192551	0.162267	0.0981659	0	0	0	0	0	0
3A	Multi-Family with 5+ Units	Yes	None	Renter	0	0.0105182	0.0149706	0.0370774	0.00850255	0.116362	0.234801	0.272588	0.202796	0.0547219	0.0197167	0.0279448	0	0	0	0
3A	Single-Family Attached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	35	174445	35	174445
3A	Single-Family Attached	No	Ducted Heat Pump	Owner	0	0	0	0	0.0375655	0.130855	0.344874	0.29298	0.193726	0	0	0	18	91716.5	18	91716.5
3A	Single-Family Attached	No	Ducted Heat Pump	Renter	0	0	0.0326893	0.0327961	0.108918	0.0719137	0.436902	0.0679576	0.182371	0.0664522	0	0	17	82728.7	17	82728.7
3A	Single-Family Attached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	96	439792	102	455559
3A	Single-Family Attached	No	Ducted Heating	Owner	0	0.0166823	0	0	0.0703955	0.185383	0.169129	0.334522	0.140539	0.0547076	0.0286401	0	53	236342	57	247379
3A	Single-Family Attached	No	Ducted Heating	Renter	0	0	0	0.0309117	0.0275526	0.234317	0.362876	0.213432	0.0558726	0.0418451	0.0194214	0.0137717	43	203451	45	208180
3A	Single-Family Attached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35	174445
3A	Single-Family Attached	No	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0375655	0.130855	0.344874	0.29298	0.193726	0	0	0	0	0	18	91716.5
3A	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0	0.0326893	0.0327961	0.108918	0.0719137	0.436902	0.0679576	0.182371	0.0664522	0	0	0	0	17	82728.7
3A	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	6	15766.8	102	455559
3A	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0.0166823	0	0	0.0703955	0.185383	0.169129	0.334522	0.140539	0.0547076	0.0286401	0	4	11037.6	57	247379
3A	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0	0	0.0309117	0.0275526	0.234317	0.362876	0.213432	0.0558726	0.0418451	0.0194214	0.0137717	2	4729.29	45	208180
3A	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3A	Single-Family Attached	No	None	Owner	0	0.0130245	0.0013347	0.00148299	0.0605347	0.171725	0.21752	0.31875	0.153415	0.0392228	0.0220556	0.000934497	0	0	0	0
3A	Single-Family Attached	No	None	Renter	0	0.00840434	0.00848767	0.0307671	0.0481669	0.189311	0.38898	0.162763	0.089583	0.049426	0.0151121	0.00899817	0	0	0	0
3A	Single-Family Attached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	88	635935
3A	Single-Family Attached	Yes	Ducted Heat Pump	Owner	0	0.0509167	0.060534	0.0672593	0.0170195	0.22006	0.255496	0.117563	0.0864627	0.00871588	0.0735896	0.0423831	0	0	60	449457
3A	Single-Family Attached	Yes	Ducted Heat Pump	Renter	0	0.0966302	0	0.0236242	0.0216663	0.201685	0.442023	0.0651471	0.0658222	0.0555475	0.0278539	0	0	0	28	186478
3A	Single-Family Attached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	88	635935
3A	Single-Family Attached	Yes	Ducted Heating	Owner	0	0.0509167	0.060534	0.0672593	0.0170195	0.22006	0.255496	0.117563	0.0864627	0.00871588	0.0735896	0.0423831	0	0	60	449457
3A	Single-Family Attached	Yes	Ducted Heating	Renter	0	0.0966302	0	0.0236242	0.0216663	0.201685	0.442023	0.0651471	0.0658222	0.0555475	0.0278539	0	0	0	28	186478
3A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	88	635935
3A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Owner	0	0.0509167	0.060534	0.0672593	0.0170195	0.22006	0.255496	0.117563	0.0864627	0.00871588	0.0735896	0.0423831	0	0	60	449457
3A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Renter	0	0.0966302	0	0.0236242	0.0216663	0.201685	0.442023	0.0651471	0.0658222	0.0555475	0.0278539	0	0	0	28	186478
3A	Single-Family Attached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	8	35357	88	635935
3A	Single-Family Attached	Yes	Non-Ducted Heating	Owner	0	0.0509167	0.060534	0.0672593	0.0170195	0.22006	0.255496	0.117563	0.0864627	0.00871588	0.0735896	0.0423831	2	7645.22	60	449457
3A	Single-Family Attached	Yes	Non-Ducted Heating	Renter	0	0.0966302	0	0.0236242	0.0216663	0.201685	0.442023	0.0651471	0.0658222	0.0555475	0.0278539	0	6	27711.8	28	186478
3A	Single-Family Attached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3A	Single-Family Attached	Yes	None	Owner	0	0.0130245	0.0013347	0.00148299	0.0605347	0.171725	0.21752	0.31875	0.153415	0.0392228	0.0220556	0.000934497	0	0	0	0
3A	Single-Family Attached	Yes	None	Renter	0	0.00840434	0.00848767	0.0307671	0.0481669	0.189311	0.38898	0.162763	0.089583	0.049426	0.0151121	0.00899817	0	0	0	0
3A	Single-Family Detached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	386	2.71394e+06	393	2.77189e+06
3A	Single-Family Detached	No	Ducted Heat Pump	Owner	0	0	0.00829896	0.0217541	0.0795291	0.282274	0.258214	0.203024	0.111208	0.0248283	0.00750506	0.00336405	350	2.46033e+06	357	2.51829e+06
3A	Single-Family Detached	No	Ducted Heat Pump	Renter	0	0	0	0.0215686	0.0143166	0.30587	0.162459	0.168638	0.23596	0.0911886	0	0	36	253606	36	253606
3A	Single-Family Detached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	984	6.86335e+06	1072	7.50206e+06
3A	Single-Family Detached	No	Ducted Heating	Owner	0	0.0096257	0.00599218	0.0369624	0.0507925	0.254909	0.283074	0.208678	0.103476	0.0243888	0.0148225	0.00727878	866	6.01638e+06	937	6.5303e+06
3A	Single-Family Detached	No	Ducted Heating	Renter	0	0.0500799	0.00672473	0.0302087	0.0445134	0.15184	0.236723	0.195408	0.197565	0.0542996	0.0172376	0.0153993	118	846978	135	971766
3A	Single-Family Detached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	7	57954.9	393	2.77189e+06
3A	Single-Family Detached	No	Non-Ducted Heat Pump	Owner	0	0	0.00829896	0.0217541	0.0795291	0.282274	0.258214	0.203024	0.111208	0.0248283	0.00750506	0.00336405	7	57954.9	357	2.51829e+06
3A	Single-Family Detached	No	Non-Ducted Heat Pump	Renter	0	0	0	0.0215686	0.0143166	0.30587	0.162459	0.168638	0.23596	0.0911886	0	0	0	0	36	253606
3A	Single-Family Detached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	88	638710	1072	7.50206e+06
3A	Single-Family Detached	No	Non-Ducted Heating	Owner	0	0.0096257	0.00599218	0.0369624	0.0507925	0.254909	0.283074	0.208678	0.103476	0.0243888	0.0148225	0.00727878	71	513921	937	6.5303e+06
3A	Single-Family Detached	No	Non-Ducted Heating	Renter	0	0.0500799	0.00672473	0.0302087	0.0445134	0.15184	0.236723	0.195408	0.197565	0.0542996	0.0172376	0.0153993	17	124788	135	971766
3A	Single-Family Detached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3A	Single-Family Detached	No	None	Owner	0	0.0091789	0.00869198	0.0349401	0.0577663	0.261049	0.272694	0.204989	0.103168	0.0241622	0.0153263	0.00803454	0	0	0	0
3A	Single-Family Detached	No	None	Renter	0	0.0489483	0.00479672	0.0287964	0.0344162	0.187374	0.24839	0.170776	0.188645	0.0607649	0.0161081	0.0109843	0	0	0	0
3A	Single-Family Detached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	57	429783
3A	Single-Family Detached	Yes	Ducted Heat Pump	Owner	0	0.0781606	0.0722872	0.103248	0.0261261	0.215447	0.165727	0.139607	0.0271251	0.0133795	0.0938316	0.0650609	0	0	38	292793
3A	Single-Family Detached	Yes	Ducted Heat Pump	Renter	0	0.131538	0	0.0321585	0	0.220078	0.490231	0	0.0377731	0.0503052	0.0379161	0	0	0	19	136990
3A	Single-Family Detached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	57	429783
3A	Single-Family Detached	Yes	Ducted Heating	Owner	0	0.0781606	0.0722872	0.103248	0.0261261	0.215447	0.165727	0.139607	0.0271251	0.0133795	0.0938316	0.0650609	0	0	38	292793
3A	Single-Family Detached	Yes	Ducted Heating	Renter	0	0.131538	0	0.0321585	0	0.220078	0.490231	0	0.0377731	0.0503052	0.0379161	0	0	0	19	136990
3A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	57	429783
3A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Owner	0	0.0781606	0.0722872	0.103248	0.0261261	0.215447	0.165727	0.139607	0.0271251	0.0133795	0.0938316	0.0650609	0	0	38	292793
3A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Renter	0	0.131538	0	0.0321585	0	0.220078	0.490231	0	0.0377731	0.0503052	0.0379161	0	0	0	19	136990
3A	Single-Family Detached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	57	429783	57	429783
3A	Single-Family Detached	Yes	Non-Ducted Heating	Owner	0	0.0781606	0.0722872	0.103248	0.0261261	0.215447	0.165727	0.139607	0.0271251	0.0133795	0.0938316	0.0650609	38	292793	38	292793
3A	Single-Family Detached	Yes	Non-Ducted Heating	Renter	0	0.131538	0	0.0321585	0	0.220078	0.490231	0	0.0377731	0.0503052	0.0379161	0	19	136990	19	136990
3A	Single-Family Detached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3A	Single-Family Detached	Yes	None	Owner	0	0.0091789	0.00869198	0.0349401	0.0577663	0.261049	0.272694	0.204989	0.103168	0.0241622	0.0153263	0.00803454	0	0	0	0
3A	Single-Family Detached	Yes	None	Renter	0	0.0489483	0.00479672	0.0287964	0.0344162	0.187374	0.24839	0.170776	0.188645	0.0607649	0.0161081	0.0109843	0	0	0	0
3B	Mobile Home	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	15144.1	42	430158
3B	Mobile Home	No	Ducted Heat Pump	Owner	0	0.0248035	0	0.0409443	0.0425154	0.100392	0.278421	0.295261	0.0472375	0.0734821	0.0330443	0.0638994	0	0	37	379308
3B	Mobile Home	No	Ducted Heat Pump	Renter	0	0.0628174	0.0336893	0.109599	0.0408915	0.155057	0.263342	0.181736	0.0726407	0.0264249	0.0430671	0.010735	1	15144.1	134	1.22919e+06
3B	Mobile Home	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	35	361537	40	408060
3B	Mobile Home	No	Ducted Heating	Owner	0	0.0252668	0	0.041709	0.0433094	0.102267	0.264944	0.300775	0.0481197	0.0748545	0.0336614	0.0650927	32	331199	36	372354
3B	Mobile Home	No	Ducted Heating	Renter	0	0.0628174	0.0336893	0.109599	0.0408915	0.155057	0.263342	0.181736	0.0726407	0.0264249	0.0430671	0.010735	3	30338.2	134	1.22919e+06
3B	Mobile Home	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	6954.09	42	430158
3B	Mobile Home	No	Non-Ducted Heat Pump	Owner	0	0.0248035	0	0.0409443	0.0425154	0.100392	0.278421	0.295261	0.0472375	0.0734821	0.0330443	0.0638994	1	6954.09	37	379308
3B	Mobile Home	No	Non-Ducted Heat Pump	Renter	0	0.0628174	0.0336893	0.109599	0.0408915	0.155057	0.263342	0.181736	0.0726407	0.0264249	0.0430671	0.010735	0	0	134	1.22919e+06
3B	Mobile Home	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	5	46523.1	40	408060
3B	Mobile Home	No	Non-Ducted Heating	Owner	0	0.0252668	0	0.041709	0.0433094	0.102267	0.264944	0.300775	0.0481197	0.0748545	0.0336614	0.0650927	4	41155.4	36	372354
3B	Mobile Home	No	Non-Ducted Heating	Renter	0	0.0628174	0.0336893	0.109599	0.0408915	0.155057	0.263342	0.181736	0.0726407	0.0264249	0.0430671	0.010735	1	5367.7	134	1.22919e+06
3B	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3B	Mobile Home	No	None	Owner	0	0.0505185	0.00524658	0.0481106	0.0418167	0.0962388	0.264068	0.27779	0.0564119	0.0686302	0.0349763	0.0561924	0	0	0	0
3B	Mobile Home	No	None	Renter	0	0.0628174	0.0336893	0.109599	0.0408915	0.155057	0.263342	0.181736	0.0726407	0.0264249	0.0430671	0.010735	0	0	0	0
3B	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42	439622
3B	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0.210392	0.0384526	0.0887155	0.0324614	0.0583059	0.25696	0.132951	0.108996	0.0293953	0.0433698	0	0	0	30	322210
3B	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0	0	0.169172	0	0.0997419	0.258479	0	0.100546	0.150036	0.222025	0	0	0	12	117412
3B	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42	439622
3B	Mobile Home	Yes	Ducted Heating	Owner	0	0.210392	0.0384526	0.0887155	0.0324614	0.0583059	0.25696	0.132951	0.108996	0.0293953	0.0433698	0	0	0	30	322210
3B	Mobile Home	Yes	Ducted Heating	Renter	0	0	0	0.169172	0	0.0997419	0.258479	0	0.100546	0.150036	0.222025	0	0	0	12	117412
3B	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42	439622
3B	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0.210392	0.0384526	0.0887155	0.0324614	0.0583059	0.25696	0.132951	0.108996	0.0293953	0.0433698	0	0	0	30	322210
3B	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0.169172	0	0.0997419	0.258479	0	0.100546	0.150036	0.222025	0	0	0	12	117412
3B	Mobile Home	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	5	59931.1	42	439622
3B	Mobile Home	Yes	Non-Ducted Heating	Owner	0	0.210392	0.0384526	0.0887155	0.0324614	0.0583059	0.25696	0.132951	0.108996	0.0293953	0.0433698	0	5	59931.1	30	322210
3B	Mobile Home	Yes	Non-Ducted Heating	Renter	0	0	0	0.169172	0	0.0997419	0.258479	0	0.100546	0.150036	0.222025	0	0	0	12	117412
3B	Mobile Home	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3B	Mobile Home	Yes	None	Owner	0	0.0505185	0.00524658	0.0481106	0.0418167	0.0962388	0.264068	0.27779	0.0564119	0.0686302	0.0349763	0.0561924	0	0	0	0
3B	Mobile Home	Yes	None	Renter	0	0.0628174	0.0336893	0.109599	0.0408915	0.155057	0.263342	0.181736	0.0726407	0.0264249	0.0430671	0.010735	0	0	0	0
3B	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	3	31141.6	43	604207
3B	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	0	0	960	7.5659e+06
3B	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Renter	0	0.114201	0.0281399	0.021346	0	0.1298	0.270307	0.09617	0.14264	0.0288565	0.113234	0.0553054	3	31141.6	43	604207
3B	Multi-Family with 2 - 4 Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	33	472292	39	558494
3B	Multi-Family with 2 - 4 Units	No	Ducted Heating	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	0	0	960	7.5659e+06
3B	Multi-Family with 2 - 4 Units	No	Ducted Heating	Renter	0	0.123548	0.0304432	0.0136008	0	0.140425	0.292431	0.085345	0.128224	0.0312185	0.0949316	0.0598322	33	472292	39	558494
3B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	14571.9	43	604207
3B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	0	0	960	7.5659e+06
3B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Renter	0	0.114201	0.0281399	0.021346	0	0.1298	0.270307	0.09617	0.14264	0.0288565	0.113234	0.0553054	1	14571.9	43	604207
3B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	6	86201.8	39	558494
3B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	0	0	960	7.5659e+06
3B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Renter	0	0.123548	0.0304432	0.0136008	0	0.140425	0.292431	0.085345	0.128224	0.0312185	0.0949316	0.0598322	6	86201.8	39	558494
3B	Multi-Family with 2 - 4 Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3B	Multi-Family with 2 - 4 Units	No	None	Owner	0	0.0266462	0.0191341	0.0796451	0.0661134	0.234191	0.228892	0.160348	0.110997	0.0250293	0.0320028	0.017001	0	0	0	0
3B	Multi-Family with 2 - 4 Units	No	None	Renter	0	0.130067	0.0241938	0.0513433	0	0.154647	0.232401	0.112544	0.130167	0.02481	0.0769853	0.0628412	0	0	0	0
3B	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	151717
3B	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Owner	0	0.146111	0.0267041	0.0677378	0.0225435	0.0679791	0.259102	0.159845	0.0898221	0.0204142	0.0663923	0.0733492	0	0	47	463965
3B	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Renter	0	0.158845	0	0.199318	0	0.214488	0	0.2176	0.133561	0	0	0.0761885	0	0	10	151717
3B	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	151717
3B	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Owner	0	0.146111	0.0267041	0.0677378	0.0225435	0.0679791	0.259102	0.159845	0.0898221	0.0204142	0.0663923	0.0733492	0	0	47	463965
3B	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Renter	0	0.158845	0	0.199318	0	0.214488	0	0.2176	0.133561	0	0	0.0761885	0	0	10	151717
3B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	151717
3B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Owner	0	0.146111	0.0267041	0.0677378	0.0225435	0.0679791	0.259102	0.159845	0.0898221	0.0204142	0.0663923	0.0733492	0	0	47	463965
3B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Renter	0	0.158845	0	0.199318	0	0.214488	0	0.2176	0.133561	0	0	0.0761885	0	0	10	151717
3B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	10	151717	10	151717
3B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Owner	0	0.146111	0.0267041	0.0677378	0.0225435	0.0679791	0.259102	0.159845	0.0898221	0.0204142	0.0663923	0.0733492	0	0	47	463965
3B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Renter	0	0.158845	0	0.199318	0	0.214488	0	0.2176	0.133561	0	0	0.0761885	10	151717	10	151717
3B	Multi-Family with 2 - 4 Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3B	Multi-Family with 2 - 4 Units	Yes	None	Owner	0	0.0266462	0.0191341	0.0796451	0.0661134	0.234191	0.228892	0.160348	0.110997	0.0250293	0.0320028	0.017001	0	0	0	0
3B	Multi-Family with 2 - 4 Units	Yes	None	Renter	0	0.130067	0.0241938	0.0513433	0	0.154647	0.232401	0.112544	0.130167	0.02481	0.0769853	0.0628412	0	0	0	0
3B	Multi-Family with 5+ Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	17	179416	21	230438
3B	Multi-Family with 5+ Units	No	Ducted Heat Pump	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	0	0	960	7.5659e+06
3B	Multi-Family with 5+ Units	No	Ducted Heat Pump	Renter	0	0	0	0	0	0.110251	0.10546	0.309201	0.248898	0.135056	0.0568257	0.0343075	17	179416	21	230438
3B	Multi-Family with 5+ Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	66	889547	87	1.1942e+06
3B	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	6	84482.7	960	7.5659e+06
3B	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0.0999466	0	0.0425883	0.010265	0.170712	0.184886	0.150432	0.155034	0.0532774	0.0621903	0.0706675	60	805064	80	1.10028e+06
3B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	4	51021.5	21	230438
3B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	0	0	960	7.5659e+06
3B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0	0	0	0	0.110251	0.10546	0.309201	0.248898	0.135056	0.0568257	0.0343075	4	51021.5	21	230438
3B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	21	304650	87	1.1942e+06
3B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0.0154282	0.0137767	0.0848584	0.0590591	0.229462	0.228801	0.169351	0.115608	0.0320618	0.0338522	0.0177416	1	9429.84	960	7.5659e+06
3B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0.0999466	0	0.0425883	0.010265	0.170712	0.184886	0.150432	0.155034	0.0532774	0.0621903	0.0706675	20	295220	80	1.10028e+06
3B	Multi-Family with 5+ Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3B	Multi-Family with 5+ Units	No	None	Owner	0	0.0628737	0.0184701	0.0786427	0.0458018	0.170834	0.239802	0.165899	0.106246	0.0278331	0.0456662	0.0379304	0	0	0	0
3B	Multi-Family with 5+ Units	No	None	Renter	0	0.0693663	0	0.0335133	0.014359	0.165354	0.20228	0.15895	0.180323	0.0551137	0.0528324	0.0679075	0	0	0	0
3B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	39	569321
3B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Owner	0	0.146111	0.0267041	0.0677378	0.0225435	0.0679791	0.259102	0.159845	0.0898221	0.0204142	0.0663923	0.0733492	0	0	47	463965
3B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Renter	0	0.0351232	0	0.0291269	0.0295075	0.178544	0.28264	0.109993	0.203633	0.0233151	0.0310862	0.0770312	0	0	35	515791
3B	Multi-Family with 5+ Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	39	569321
3B	Multi-Family with 5+ Units	Yes	Ducted Heating	Owner	0	0.146111	0.0267041	0.0677378	0.0225435	0.0679791	0.259102	0.159845	0.0898221	0.0204142	0.0663923	0.0733492	0	0	47	463965
3B	Multi-Family with 5+ Units	Yes	Ducted Heating	Renter	0	0.0351232	0	0.0291269	0.0295075	0.178544	0.28264	0.109993	0.203633	0.0233151	0.0310862	0.0770312	0	0	35	515791
3B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	39	569321
3B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Owner	0	0.146111	0.0267041	0.0677378	0.0225435	0.0679791	0.259102	0.159845	0.0898221	0.0204142	0.0663923	0.0733492	0	0	47	463965
3B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Renter	0	0.0351232	0	0.0291269	0.0295075	0.178544	0.28264	0.109993	0.203633	0.0233151	0.0310862	0.0770312	0	0	35	515791
3B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	39	569321	39	569321
