Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Option=EF 12, National Average	Option=None	Option=Void	source_count	source_weight	fallback_count	fallback_weight
400%+	Multi-Family with 2 - 4 Units	CA	Renter	0.0882144	0.911786	0	24	289006	24	289006
Not Available	Multi-Family with 2 - 4 Units	CA	Not Available	0.0829173	0.917083	0	70	1.09e+06	70	1.09e+06
Not Available	Multi-Family with 2 - 4 Units	CA	Owner	0	0	1	4	51074.8	33	396644
Not Available	Multi-Family with 2 - 4 Units	CA	Renter	0	0	1	66	1.03893e+06	66	1.03893e+06
0-100%	Multi-Family with 2 - 4 Units	CO	Not Available	0	0	1	6	54971.3	16	115835
0-100%	Multi-Family with 2 - 4 Units	CO	Owner	0.0372053	0.962795	0	0	0	25	130917
0-100%	Multi-Family with 2 - 4 Units	CO	Renter	0.1837	0.8163	0	6	54971.3	16	115835
100-150%	Multi-Family with 2 - 4 Units	CO	Not Available	0	0	1	3	23651.6	29	114784
100-150%	Multi-Family with 2 - 4 Units	CO	Owner	0.0372053	0.962795	0	0	0	25	130917
100-150%	Multi-Family with 2 - 4 Units	CO	Renter	0.0802656	0.919734	0	3	23651.6	29	114784
150-200%	Multi-Family with 2 - 4 Units	CO	Not Available	0	0	1	1	3115.25	22	116549
150-200%	Multi-Family with 2 - 4 Units	CO	Owner	0.0372053	0.962795	0	0	0	25	130917
150-200%	Multi-Family with 2 - 4 Units	CO	Renter	0.397728	0.602272	0	1	3115.25	19	83649
200-300%	Multi-Family with 2 - 4 Units	CO	Not Available	0	0	1	0	0	39	142506
200-300%	Multi-Family with 2 - 4 Units	CO	Owner	0.0103208	0.989679	0	0	0	44	149002
200-300%	Multi-Family with 2 - 4 Units	CO	Renter	0.0277086	0.972291	0	0	0	34	133182
300-400%	Multi-Family with 2 - 4 Units	CO	Not Available	0	0	1	1	8796.74	26	125166
300-400%	Multi-Family with 2 - 4 Units	CO	Owner	0.0103208	0.989679	0	0	0	44	149002
300-400%	Multi-Family with 2 - 4 Units	CO	Renter	0.0547575	0.945242	0	1	8796.74	25	118764
400%+	Multi-Family with 2 - 4 Units	CO	Not Available	0	0	1	3	19072.4	43	229031
400%+	Multi-Family with 2 - 4 Units	CO	Owner	0.0673447	0.932655	0	0	0	44	311069
400%+	Multi-Family with 2 - 4 Units	CO	Renter	0.0707462	0.929254	0	3	19072.4	38	192310
Not Available	Multi-Family with 2 - 4 Units	CO	Not Available	0	1	0	10	109607	10	109607
Not Available	Multi-Family with 2 - 4 Units	CO	Owner	0	0	1	0	0	10	85347.3
Not Available	Multi-Family with 2 - 4 Units	CO	Renter	0	0	1	10	109607	10	109607
0-100%	Multi-Family with 2 - 4 Units	CT	Not Available	0	0	1	9	68244.4	42	245748
0-100%	Multi-Family with 2 - 4 Units	CT	Owner	0.419043	0.580957	0	0	0	23	98148.4
0-100%	Multi-Family with 2 - 4 Units	CT	Renter	0.221238	0.778762	0	9	68244.4	41	243745
100-150%	Multi-Family with 2 - 4 Units	CT	Not Available	0	0	1	3	20757.9	21	71671.2
100-150%	Multi-Family with 2 - 4 Units	CT	Owner	0.475336	0.524664	0	2	13393.4	17	71811.1
100-150%	Multi-Family with 2 - 4 Units	CT	Renter	0.0414414	0.958559	0	1	7364.51	16	45145.2
150-200%	Multi-Family with 2 - 4 Units	CT	Not Available	0	0	1	2	10914.8	31	131015
150-200%	Multi-Family with 2 - 4 Units	CT	Owner	0.475336	0.524664	0	1	1265.33	17	71811.1
150-200%	Multi-Family with 2 - 4 Units	CT	Renter	0.00550495	0.994495	0	1	9649.43	25	105086
200-300%	Multi-Family with 2 - 4 Units	CT	Not Available	0	0	1	9	37367.1	50	146232
200-300%	Multi-Family with 2 - 4 Units	CT	Owner	0.371333	0.628667	0	2	9398.55	10	35911
200-300%	Multi-Family with 2 - 4 Units	CT	Renter	0.108871	0.891129	0	7	27968.5	40	110321
300-400%	Multi-Family with 2 - 4 Units	CT	Not Available	0	0	1	8	47339.7	36	147277
300-400%	Multi-Family with 2 - 4 Units	CT	Owner	0.330056	0.669944	0	1	8159.01	24	82599.5
300-400%	Multi-Family with 2 - 4 Units	CT	Renter	0.113014	0.886986	0	7	39180.7	30	118447
400%+	Multi-Family with 2 - 4 Units	CT	Not Available	0	0	1	4	13756.9	53	252942
400%+	Multi-Family with 2 - 4 Units	CT	Owner	0.178991	0.821009	0	0	0	14	68602.9
400%+	Multi-Family with 2 - 4 Units	CT	Renter	0.176222	0.823778	0	4	13756.9	39	184339
Not Available	Multi-Family with 2 - 4 Units	CT	Not Available	0.135388	0.864612	0	24	198381	24	198381
Not Available	Multi-Family with 2 - 4 Units	CT	Owner	0	0	1	4	32216.3	31	187801
Not Available	Multi-Family with 2 - 4 Units	CT	Renter	0	0	1	20	166164	20	166164
0-100%	Multi-Family with 2 - 4 Units	DC	Not Available	0	0	1	6	8293.86	55	371503
0-100%	Multi-Family with 2 - 4 Units	DC	Owner	0.189384	0.810616	0	0	0	25	237589
0-100%	Multi-Family with 2 - 4 Units	DC	Renter	0.129094	0.870906	0	6	8293.86	54	357247
100-150%	Multi-Family with 2 - 4 Units	DC	Not Available	0	0	1	7	6402.65	34	147137
100-150%	Multi-Family with 2 - 4 Units	DC	Owner	0.165321	0.834679	0	0	0	18	170172
100-150%	Multi-Family with 2 - 4 Units	DC	Renter	0.183767	0.816233	0	7	6402.65	33	146711
150-200%	Multi-Family with 2 - 4 Units	DC	Not Available	0	0	1	5	3754.02	37	191490
150-200%	Multi-Family with 2 - 4 Units	DC	Owner	0.165321	0.834679	0	0	0	18	170172
150-200%	Multi-Family with 2 - 4 Units	DC	Renter	0.0729246	0.927075	0	5	3754.02	35	179299
200-300%	Multi-Family with 2 - 4 Units	DC	Not Available	0	0	1	0	0	31	140554
200-300%	Multi-Family with 2 - 4 Units	DC	Owner	0.0168254	0.983175	0	0	0	28	164041
200-300%	Multi-Family with 2 - 4 Units	DC	Renter	0.106778	0.893222	0	0	0	26	112679
300-400%	Multi-Family with 2 - 4 Units	DC	Not Available	0	0	1	0	0	16	104045
300-400%	Multi-Family with 2 - 4 Units	DC	Owner	0.0367795	0.963221	0	0	0	24	212672
300-400%	Multi-Family with 2 - 4 Units	DC	Renter	0.0756408	0.924359	0	0	0	11	74180.5
400%+	Multi-Family with 2 - 4 Units	DC	Not Available	0	0	1	7	8712.48	41	213151
400%+	Multi-Family with 2 - 4 Units	DC	Owner	0.0178651	0.982135	0	4	4852.79	70	482964
400%+	Multi-Family with 2 - 4 Units	DC	Renter	0.0238652	0.976135	0	3	3859.69	33	192705
Not Available	Multi-Family with 2 - 4 Units	DC	Not Available	0.150477	0.849523	0	20	27163	20	27163
Not Available	Multi-Family with 2 - 4 Units	DC	Owner	0	0	1	4	4852.79	15	105058
Not Available	Multi-Family with 2 - 4 Units	DC	Renter	0	0	1	16	22310.2	16	22310.2
0-100%	Multi-Family with 2 - 4 Units	DE	Not Available	0	0	1	4	11304.9	55	371503
0-100%	Multi-Family with 2 - 4 Units	DE	Owner	0.189384	0.810616	0	0	0	25	237589
0-100%	Multi-Family with 2 - 4 Units	DE	Renter	0.129094	0.870906	0	4	11304.9	54	357247
100-150%	Multi-Family with 2 - 4 Units	DE	Not Available	0	0	1	1	2324.06	34	147137
100-150%	Multi-Family with 2 - 4 Units	DE	Owner	0.165321	0.834679	0	0	0	18	170172
100-150%	Multi-Family with 2 - 4 Units	DE	Renter	0.183767	0.816233	0	1	2324.06	33	146711
150-200%	Multi-Family with 2 - 4 Units	DE	Not Available	0	0	1	0	0	37	191490
150-200%	Multi-Family with 2 - 4 Units	DE	Owner	0.165321	0.834679	0	0	0	18	170172
150-200%	Multi-Family with 2 - 4 Units	DE	Renter	0.0729246	0.927075	0	0	0	35	179299
200-300%	Multi-Family with 2 - 4 Units	DE	Not Available	0	0	1	0	0	31	140554
200-300%	Multi-Family with 2 - 4 Units	DE	Owner	0.0168254	0.983175	0	0	0	28	164041
200-300%	Multi-Family with 2 - 4 Units	DE	Renter	0.106778	0.893222	0	0	0	26	112679
300-400%	Multi-Family with 2 - 4 Units	DE	Not Available	0	0	1	0	0	16	104045
300-400%	Multi-Family with 2 - 4 Units	DE	Owner	0.0367795	0.963221	0	0	0	24	212672
300-400%	Multi-Family with 2 - 4 Units	DE	Renter	0.0756408	0.924359	0	0	0	11	74180.5
400%+	Multi-Family with 2 - 4 Units	DE	Not Available	0	0	1	1	2470.96	41	213151
400%+	Multi-Family with 2 - 4 Units	DE	Owner	0.0178651	0.982135	0	0	0	70	482964
400%+	Multi-Family with 2 - 4 Units	DE	Renter	0.0238652	0.976135	0	1	2470.96	33	192705
Not Available	Multi-Family with 2 - 4 Units	DE	Not Available	0.111115	0.888885	0	6	16099.9	156	1.16788e+06
Not Available	Multi-Family with 2 - 4 Units	DE	Owner	0	0	1	0	0	15	105058
Not Available	Multi-Family with 2 - 4 Units	DE	Renter	0	0	1	6	16099.9	141	1.06282e+06
0-100%	Multi-Family with 2 - 4 Units	FL	Not Available	0	0	1	13	152677	13	152677
0-100%	Multi-Family with 2 - 4 Units	FL	Owner	0.189384	0.810616	0	1	14256.7	25	237589
0-100%	Multi-Family with 2 - 4 Units	FL	Renter	0	1	0	12	138421	12	138421
100-150%	Multi-Family with 2 - 4 Units	FL	Not Available	0	0	1	6	58034.1	34	147137
100-150%	Multi-Family with 2 - 4 Units	FL	Owner	0.165321	0.834679	0	0	0	18	170172
100-150%	Multi-Family with 2 - 4 Units	FL	Renter	0.183767	0.816233	0	6	58034.1	33	146711
150-200%	Multi-Family with 2 - 4 Units	FL	Not Available	0	0	1	9	69164.1	37	191490
150-200%	Multi-Family with 2 - 4 Units	FL	Owner	0.165321	0.834679	0	1	6522.2	18	170172
150-200%	Multi-Family with 2 - 4 Units	FL	Renter	0.0729246	0.927075	0	8	62641.9	35	179299
200-300%	Multi-Family with 2 - 4 Units	FL	Not Available	0	0	1	9	53373.8	31	140554
200-300%	Multi-Family with 2 - 4 Units	FL	Owner	0.0168254	0.983175	0	3	17784	28	164041
200-300%	Multi-Family with 2 - 4 Units	FL	Renter	0.106778	0.893222	0	6	35589.8	26	112679
300-400%	Multi-Family with 2 - 4 Units	FL	Not Available	0	0	1	7	50928.8	16	104045
300-400%	Multi-Family with 2 - 4 Units	FL	Owner	0.0367795	0.963221	0	3	18569.2	24	212672
300-400%	Multi-Family with 2 - 4 Units	FL	Renter	0.0756408	0.924359	0	4	32359.6	11	74180.5
400%+	Multi-Family with 2 - 4 Units	FL	Not Available	0	0	1	10	87849.4	10	87849.4
400%+	Multi-Family with 2 - 4 Units	FL	Owner	0.0178651	0.982135	0	2	10863.1	70	482964
400%+	Multi-Family with 2 - 4 Units	FL	Renter	0.0238652	0.976135	0	8	76986.3	33	192705
Not Available	Multi-Family with 2 - 4 Units	FL	Not Available	0.0691923	0.930808	0	38	472028	38	472028
Not Available	Multi-Family with 2 - 4 Units	FL	Owner	0	0	1	6	67995.3	15	105058
Not Available	Multi-Family with 2 - 4 Units	FL	Renter	0	0	1	32	404032	32	404032
0-100%	Multi-Family with 2 - 4 Units	GA	Not Available	0	0	1	8	64578.1	55	371503
0-100%	Multi-Family with 2 - 4 Units	GA	Owner	0.189384	0.810616	0	0	0	25	237589
0-100%	Multi-Family with 2 - 4 Units	GA	Renter	0.129094	0.870906	0	8	64578.1	54	357247
100-150%	Multi-Family with 2 - 4 Units	GA	Not Available	0	0	1	2	17288.7	34	147137
100-150%	Multi-Family with 2 - 4 Units	GA	Owner	0.165321	0.834679	0	0	0	18	170172
100-150%	Multi-Family with 2 - 4 Units	GA	Renter	0.183767	0.816233	0	2	17288.7	33	146711
150-200%	Multi-Family with 2 - 4 Units	GA	Not Available	0	0	1	1	8147.23	37	191490
150-200%	Multi-Family with 2 - 4 Units	GA	Owner	0.165321	0.834679	0	0	0	18	170172
150-200%	Multi-Family with 2 - 4 Units	GA	Renter	0.0729246	0.927075	0	1	8147.23	35	179299
200-300%	Multi-Family with 2 - 4 Units	GA	Not Available	0	0	1	4	28717.2	31	140554
200-300%	Multi-Family with 2 - 4 Units	GA	Owner	0.0168254	0.983175	0	0	0	28	164041
200-300%	Multi-Family with 2 - 4 Units	GA	Renter	0.106778	0.893222	0	4	28717.2	26	112679
300-400%	Multi-Family with 2 - 4 Units	GA	Not Available	0	0	1	1	5670.89	16	104045
300-400%	Multi-Family with 2 - 4 Units	GA	Owner	0.0367795	0.963221	0	0	0	24	212672
300-400%	Multi-Family with 2 - 4 Units	GA	Renter	0.0756408	0.924359	0	1	5670.89	11	74180.5
400%+	Multi-Family with 2 - 4 Units	GA	Not Available	0	0	1	2	16389.5	41	213151
400%+	Multi-Family with 2 - 4 Units	GA	Owner	0.0178651	0.982135	0	0	0	70	482964
400%+	Multi-Family with 2 - 4 Units	GA	Renter	0.0238652	0.976135	0	2	16389.5	33	192705
Not Available	Multi-Family with 2 - 4 Units	GA	Not Available	0.1489	0.8511	0	14	140792	14	140792
Not Available	Multi-Family with 2 - 4 Units	GA	Owner	0	0	1	0	0	15	105058
Not Available	Multi-Family with 2 - 4 Units	GA	Renter	0	0	1	14	140792	14	140792
0-100%	Multi-Family with 2 - 4 Units	HI	Not Available	0	0	1	4	7489.86	15	32541.5
0-100%	Multi-Family with 2 - 4 Units	HI	Owner	0.284598	0.715402	0	1	40.5537	10	13870.8
0-100%	Multi-Family with 2 - 4 Units	HI	Renter	0.330595	0.669405	0	3	7449.3	13	29996.1
100-150%	Multi-Family with 2 - 4 Units	HI	Not Available	0	0	1	2	2058.1	10	10943.6
100-150%	Multi-Family with 2 - 4 Units	HI	Owner	0.284598	0.715402	0	1	1968.05	10	13870.8
100-150%	Multi-Family with 2 - 4 Units	HI	Renter	0.223889	0.776111	0	1	90.0531	17	21507.3
150-200%	Multi-Family with 2 - 4 Units	HI	Not Available	0	0	1	2	3878.76	15	21889.1
150-200%	Multi-Family with 2 - 4 Units	HI	Owner	0.284598	0.715402	0	1	1726.33	10	13870.8
150-200%	Multi-Family with 2 - 4 Units	HI	Renter	0.254664	0.745336	0	1	2152.42	11	16277.9
200-300%	Multi-Family with 2 - 4 Units	HI	Not Available	0	0	1	6	2557.28	21	18562.4
200-300%	Multi-Family with 2 - 4 Units	HI	Owner	0	1	0	2	1160.92	16	22386.6
200-300%	Multi-Family with 2 - 4 Units	HI	Renter	0.16347	0.83653	0	4	1396.37	13	9698.71
300-400%	Multi-Family with 2 - 4 Units	HI	Not Available	0	0	1	7	12900.2	21	33208.7
300-400%	Multi-Family with 2 - 4 Units	HI	Owner	0	1	0	2	3943.36	16	22386.6
300-400%	Multi-Family with 2 - 4 Units	HI	Renter	0	1	0	5	8956.87	13	19685.8
400%+	Multi-Family with 2 - 4 Units	HI	Not Available	0	0	1	1	2444.49	24	47022.9
400%+	Multi-Family with 2 - 4 Units	HI	Owner	0	1	0	0	0	12	24172.9
400%+	Multi-Family with 2 - 4 Units	HI	Renter	0.0863122	0.913688	0	1	2444.49	12	22850
Not Available	Multi-Family with 2 - 4 Units	HI	Not Available	0.234337	0.765663	0	14	31328.7	14	31328.7
Not Available	Multi-Family with 2 - 4 Units	HI	Owner	0	0	1	4	8839.22	28	60430.4
Not Available	Multi-Family with 2 - 4 Units	HI	Renter	0	0	1	10	22489.5	10	22489.5
0-100%	Multi-Family with 2 - 4 Units	IA	Not Available	0	0	1	1	6817.5	19	102640
0-100%	Multi-Family with 2 - 4 Units	IA	Owner	0.173554	0.826446	0	0	0	24	204721
0-100%	Multi-Family with 2 - 4 Units	IA	Renter	0.313747	0.686253	0	1	6817.5	19	102640
100-150%	Multi-Family with 2 - 4 Units	IA	Not Available	0	0	1	2	10704.8	15	37783.8
100-150%	Multi-Family with 2 - 4 Units	IA	Owner	0.173554	0.826446	0	0	0	24	204721
100-150%	Multi-Family with 2 - 4 Units	IA	Renter	0.340353	0.659647	0	2	10704.8	14	36918.6
150-200%	Multi-Family with 2 - 4 Units	IA	Not Available	0	0	1	2	8273.6	11	56439.3
150-200%	Multi-Family with 2 - 4 Units	IA	Owner	0.173554	0.826446	0	1	6532.23	24	204721
150-200%	Multi-Family with 2 - 4 Units	IA	Renter	0.0540786	0.945921	0	1	1741.37	47	150653
200-300%	Multi-Family with 2 - 4 Units	IA	Not Available	0	0	1	1	26.421	25	105877
200-300%	Multi-Family with 2 - 4 Units	IA	Owner	0.300048	0.699952	0	1	26.421	30	240650
200-300%	Multi-Family with 2 - 4 Units	IA	Renter	0.0142257	0.985774	0	0	0	24	105850
300-400%	Multi-Family with 2 - 4 Units	IA	Not Available	0	0	1	1	2100.06	16	71976.2
300-400%	Multi-Family with 2 - 4 Units	IA	Owner	0.300048	0.699952	0	1	2100.06	30	240650
300-400%	Multi-Family with 2 - 4 Units	IA	Renter	0.10563	0.89437	0	0	0	15	69876.2
400%+	Multi-Family with 2 - 4 Units	IA	Not Available	0	0	1	2	5380.57	17	90698.4
400%+	Multi-Family with 2 - 4 Units	IA	Owner	0.0206132	0.979387	0	2	5380.57	13	70539.5
400%+	Multi-Family with 2 - 4 Units	IA	Renter	0.124944	0.875056	0	0	0	13	64998.2
Not Available	Multi-Family with 2 - 4 Units	IA	Not Available	0.135677	0.864323	0	6	33302.9	71	465415
Not Available	Multi-Family with 2 - 4 Units	IA	Owner	0	0	1	3	14039.3	22	141266
Not Available	Multi-Family with 2 - 4 Units	IA	Renter	0	0	1	3	19263.7	65	429915
0-100%	Multi-Family with 2 - 4 Units	ID	Not Available	0	0	1	4	16805.5	16	115835
0-100%	Multi-Family with 2 - 4 Units	ID	Owner	0.0372053	0.962795	0	0	0	25	130917
0-100%	Multi-Family with 2 - 4 Units	ID	Renter	0.1837	0.8163	0	4	16805.5	16	115835
100-150%	Multi-Family with 2 - 4 Units	ID	Not Available	0	0	1	3	12959.4	29	114784
100-150%	Multi-Family with 2 - 4 Units	ID	Owner	0.0372053	0.962795	0	0	0	25	130917
100-150%	Multi-Family with 2 - 4 Units	ID	Renter	0.0802656	0.919734	0	3	12959.4	29	114784
150-200%	Multi-Family with 2 - 4 Units	ID	Not Available	0	0	1	1	993.427	22	116549
150-200%	Multi-Family with 2 - 4 Units	ID	Owner	0.0372053	0.962795	0	0	0	25	130917
150-200%	Multi-Family with 2 - 4 Units	ID	Renter	0.397728	0.602272	0	1	993.427	19	83649
200-300%	Multi-Family with 2 - 4 Units	ID	Not Available	0	0	1	0	0	39	142506
200-300%	Multi-Family with 2 - 4 Units	ID	Owner	0.0103208	0.989679	0	0	0	44	149002
200-300%	Multi-Family with 2 - 4 Units	ID	Renter	0.0277086	0.972291	0	0	0	34	133182
300-400%	Multi-Family with 2 - 4 Units	ID	Not Available	0	0	1	0	0	26	125166
300-400%	Multi-Family with 2 - 4 Units	ID	Owner	0.0103208	0.989679	0	0	0	44	149002
300-400%	Multi-Family with 2 - 4 Units	ID	Renter	0.0547575	0.945242	0	0	0	25	118764
400%+	Multi-Family with 2 - 4 Units	ID	Not Available	0	0	1	3	13857.7	43	229031
400%+	Multi-Family with 2 - 4 Units	ID	Owner	0.0673447	0.932655	0	1	4472.51	44	311069
400%+	Multi-Family with 2 - 4 Units	ID	Renter	0.0707462	0.929254	0	2	9385.18	38	192310
Not Available	Multi-Family with 2 - 4 Units	ID	Not Available	0.0821725	0.917827	0	10	44616.1	10	44616.1
Not Available	Multi-Family with 2 - 4 Units	ID	Owner	0	0	1	1	4472.51	10	85347.3
Not Available	Multi-Family with 2 - 4 Units	ID	Renter	0	0	1	9	40143.5	37	254371
0-100%	Multi-Family with 2 - 4 Units	IL	Not Available	0	0	1	12	162436	12	162436
0-100%	Multi-Family with 2 - 4 Units	IL	Owner	0.10542	0.89458	0	7	86532.6	16	170578
0-100%	Multi-Family with 2 - 4 Units	IL	Renter	0.229523	0.770477	0	5	75903.7	27	408184
100-150%	Multi-Family with 2 - 4 Units	IL	Not Available	0	0	1	5	53618.3	22	188219
100-150%	Multi-Family with 2 - 4 Units	IL	Owner	0.10542	0.89458	0	3	39865.3	16	170578
100-150%	Multi-Family with 2 - 4 Units	IL	Renter	0.141345	0.858655	0	2	13753.1	19	148354
150-200%	Multi-Family with 2 - 4 Units	IL	Not Available	0	0	1	1	15566.7	14	159492
150-200%	Multi-Family with 2 - 4 Units	IL	Owner	0.10542	0.89458	0	0	0	16	170578
150-200%	Multi-Family with 2 - 4 Units	IL	Renter	0.135617	0.864383	0	1	15566.7	14	159492
200-300%	Multi-Family with 2 - 4 Units	IL	Not Available	0	0	1	8	99505	26	311452
200-300%	Multi-Family with 2 - 4 Units	IL	Owner	0.314071	0.685929	0	4	59897.4	11	138390
200-300%	Multi-Family with 2 - 4 Units	IL	Renter	0.306798	0.693202	0	4	39607.6	21	227059
300-400%	Multi-Family with 2 - 4 Units	IL	Not Available	0	0	1	8	82377	44	368133
300-400%	Multi-Family with 2 - 4 Units	IL	Owner	0.247548	0.752452	0	3	17454.9	10	65675.9
300-400%	Multi-Family with 2 - 4 Units	IL	Renter	0.10396	0.89604	0	5	64922.2	34	302457
400%+	Multi-Family with 2 - 4 Units	IL	Not Available	0	0	1	11	122042	11	122042
400%+	Multi-Family with 2 - 4 Units	IL	Owner	0.0725916	0.927408	0	5	69467.1	35	420684
400%+	Multi-Family with 2 - 4 Units	IL	Renter	0.000182728	0.999817	0	6	52575	12	146638
Not Available	Multi-Family with 2 - 4 Units	IL	Not Available	0.160658	0.839342	0	33	535545	33	535545
Not Available	Multi-Family with 2 - 4 Units	IL	Owner	0	0	1	17	273217	17	273217
Not Available	Multi-Family with 2 - 4 Units	IL	Renter	0	0	1	16	262328	16	262328
0-100%	Multi-Family with 2 - 4 Units	IN	Not Available	0	0	1	7	88621.9	34	494717
0-100%	Multi-Family with 2 - 4 Units	IN	Owner	0.10542	0.89458	0	0	0	16	170578
0-100%	Multi-Family with 2 - 4 Units	IN	Renter	0.229523	0.770477	0	7	88621.9	27	408184
100-150%	Multi-Family with 2 - 4 Units	IN	Not Available	0	0	1	3	2364.35	22	188219
100-150%	Multi-Family with 2 - 4 Units	IN	Owner	0.10542	0.89458	0	0	0	16	170578
100-150%	Multi-Family with 2 - 4 Units	IN	Renter	0.141345	0.858655	0	3	2364.35	19	148354
150-200%	Multi-Family with 2 - 4 Units	IN	Not Available	0	0	1	3	22455.7	14	159492
150-200%	Multi-Family with 2 - 4 Units	IN	Owner	0.10542	0.89458	0	0	0	16	170578
150-200%	Multi-Family with 2 - 4 Units	IN	Renter	0.135617	0.864383	0	3	22455.7	14	159492
200-300%	Multi-Family with 2 - 4 Units	IN	Not Available	0	0	1	6	81194.9	26	311452
200-300%	Multi-Family with 2 - 4 Units	IN	Owner	0.314071	0.685929	0	0	0	11	138390
200-300%	Multi-Family with 2 - 4 Units	IN	Renter	0.306798	0.693202	0	6	81194.9	21	227059
300-400%	Multi-Family with 2 - 4 Units	IN	Not Available	0	0	1	0	0	44	368133
300-400%	Multi-Family with 2 - 4 Units	IN	Owner	0.247548	0.752452	0	0	0	10	65675.9
300-400%	Multi-Family with 2 - 4 Units	IN	Renter	0.10396	0.89604	0	0	0	34	302457
400%+	Multi-Family with 2 - 4 Units	IN	Not Available	0	0	1	0	0	19	240565
400%+	Multi-Family with 2 - 4 Units	IN	Owner	0.0725916	0.927408	0	0	0	35	420684
400%+	Multi-Family with 2 - 4 Units	IN	Renter	0.000182728	0.999817	0	0	0	12	146638
Not Available	Multi-Family with 2 - 4 Units	IN	Not Available	0.301982	0.698018	0	15	194637	15	194637
Not Available	Multi-Family with 2 - 4 Units	IN	Owner	0	0	1	0	0	20	331072
Not Available	Multi-Family with 2 - 4 Units	IN	Renter	0	0	1	15	194637	15	194637
0-100%	Multi-Family with 2 - 4 Units	KS	Not Available	0	0	1	2	15695.5	19	102640
0-100%	Multi-Family with 2 - 4 Units	KS	Owner	0.173554	0.826446	0	0	0	24	204721
0-100%	Multi-Family with 2 - 4 Units	KS	Renter	0.313747	0.686253	0	2	15695.5	19	102640
100-150%	Multi-Family with 2 - 4 Units	KS	Not Available	0	0	1	2	10911.5	15	37783.8
100-150%	Multi-Family with 2 - 4 Units	KS	Owner	0.173554	0.826446	0	0	0	24	204721
100-150%	Multi-Family with 2 - 4 Units	KS	Renter	0.340353	0.659647	0	2	10911.5	14	36918.6
150-200%	Multi-Family with 2 - 4 Units	KS	Not Available	0	0	1	1	5327.43	11	56439.3
150-200%	Multi-Family with 2 - 4 Units	KS	Owner	0.173554	0.826446	0	0	0	24	204721
150-200%	Multi-Family with 2 - 4 Units	KS	Renter	0.0540786	0.945921	0	1	5327.43	47	150653
200-300%	Multi-Family with 2 - 4 Units	KS	Not Available	0	0	1	4	24692.6	25	105877
200-300%	Multi-Family with 2 - 4 Units	KS	Owner	0.300048	0.699952	0	0	0	30	240650
200-300%	Multi-Family with 2 - 4 Units	KS	Renter	0.0142257	0.985774	0	4	24692.6	24	105850
300-400%	Multi-Family with 2 - 4 Units	KS	Not Available	0	0	1	2	11287.8	16	71976.2
300-400%	Multi-Family with 2 - 4 Units	KS	Owner	0.300048	0.699952	0	0	0	30	240650
300-400%	Multi-Family with 2 - 4 Units	KS	Renter	0.10563	0.89437	0	2	11287.8	15	69876.2
400%+	Multi-Family with 2 - 4 Units	KS	Not Available	0	0	1	3	13387.8	17	90698.4
400%+	Multi-Family with 2 - 4 Units	KS	Owner	0.0206132	0.979387	0	0	0	13	70539.5
400%+	Multi-Family with 2 - 4 Units	KS	Renter	0.124944	0.875056	0	3	13387.8	13	64998.2
Not Available	Multi-Family with 2 - 4 Units	KS	Not Available	0.0891785	0.910822	0	11	81302.6	11	81302.6
Not Available	Multi-Family with 2 - 4 Units	KS	Owner	0	0	1	0	0	22	141266
Not Available	Multi-Family with 2 - 4 Units	KS	Renter	0	0	1	11	81302.6	11	81302.6
0-100%	Multi-Family with 2 - 4 Units	KY	Not Available	0	0	1	8	35251.8	28	167327
0-100%	Multi-Family with 2 - 4 Units	KY	Owner	0.231164	0.768836	0	0	0	28	270480
0-100%	Multi-Family with 2 - 4 Units	KY	Renter	0.0662567	0.933743	0	8	35251.8	27	159932
100-150%	Multi-Family with 2 - 4 Units	KY	Not Available	0	0	1	3	12116.9	16	60027
100-150%	Multi-Family with 2 - 4 Units	KY	Owner	0.231164	0.768836	0	0	0	28	270480
100-150%	Multi-Family with 2 - 4 Units	KY	Renter	0.153779	0.846221	0	3	12116.9	15	52061.7
150-200%	Multi-Family with 2 - 4 Units	KY	Not Available	0	0	1	1	4162.37	28	170145
150-200%	Multi-Family with 2 - 4 Units	KY	Owner	0.231164	0.768836	0	0	0	28	270480
150-200%	Multi-Family with 2 - 4 Units	KY	Renter	0.283726	0.716274	0	1	4162.37	28	170145
200-300%	Multi-Family with 2 - 4 Units	KY	Not Available	0	0	1	4	8282.98	16	66162.8
