Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=Has Pool	Option=None	Option=Void	source_count	source_weight	fallback_count	fallback_weight
Not Available	Mobile Home	ID	Renter	2000s	0	0	1	0	0	24	93078.3
0-100%	Mobile Home	ID	Not Available	2010s	0	0	1	0	0	25	73829.6
0-100%	Mobile Home	ID	Owner	2010s	0.143507	0.856493	0	0	0	20	48867.3
0-100%	Mobile Home	ID	Renter	2010s	0	1	0	0	0	17	57136.7
100-150%	Mobile Home	ID	Not Available	2010s	0	0	1	0	0	20	57068.8
100-150%	Mobile Home	ID	Owner	2010s	0.205704	0.794296	0	0	0	16	34091.7
100-150%	Mobile Home	ID	Renter	2010s	0	1	0	0	0	17	57136.7
150-200%	Mobile Home	ID	Not Available	2010s	0	0	1	0	0	12	23361.2
150-200%	Mobile Home	ID	Owner	2010s	0	1	0	0	0	11	16613.7
150-200%	Mobile Home	ID	Renter	2010s	0	1	0	0	0	17	57136.7
200-300%	Mobile Home	ID	Not Available	2010s	0	0	1	0	0	36	60365.5
200-300%	Mobile Home	ID	Owner	2010s	0.0988289	0.901171	0	0	0	29	44630.1
200-300%	Mobile Home	ID	Renter	2010s	0	1	0	0	0	11	24452.5
300-400%	Mobile Home	ID	Not Available	2010s	0	0	1	1	1010.08	37	64019.5
300-400%	Mobile Home	ID	Owner	2010s	0	1	0	1	1010.08	33	55302.4
300-400%	Mobile Home	ID	Renter	2010s	0	1	0	0	0	11	24452.5
400%+	Mobile Home	ID	Not Available	2010s	0	0	1	1	893.208	70	205372
400%+	Mobile Home	ID	Owner	2010s	0	1	0	1	893.208	65	189536
400%+	Mobile Home	ID	Renter	2010s	0	1	0	0	0	16	46967.6
Not Available	Mobile Home	ID	Not Available	2010s	0.028305	0.971695	0	1	1903.29	120	403587
Not Available	Mobile Home	ID	Owner	2010s	0	0	1	1	1903.29	105	338336
Not Available	Mobile Home	ID	Renter	2010s	0	0	1	0	0	15	65251.6
0-100%	Mobile Home	ID	Not Available	<1940	0	0	1	0	0	11	24314.7
0-100%	Mobile Home	ID	Owner	<1940	0	1	0	0	0	34	49059.8
0-100%	Mobile Home	ID	Renter	<1940	0	1	0	0	0	14	24705.6
100-150%	Mobile Home	ID	Not Available	<1940	0	0	1	0	0	14	16742.1
100-150%	Mobile Home	ID	Owner	<1940	0	1	0	0	0	10	12080.1
100-150%	Mobile Home	ID	Renter	<1940	0	1	0	0	0	14	24705.6
150-200%	Mobile Home	ID	Not Available	<1940	0	0	1	0	0	23	32708.6
150-200%	Mobile Home	ID	Owner	<1940	0	1	0	0	0	18	22303
150-200%	Mobile Home	ID	Renter	<1940	0	1	0	0	0	14	24705.6
200-300%	Mobile Home	ID	Not Available	<1940	0	0	1	0	0	42	52474.5
200-300%	Mobile Home	ID	Owner	<1940	0	1	0	0	0	37	47476.4
200-300%	Mobile Home	ID	Renter	<1940	0	1	0	0	0	13	26893.5
300-400%	Mobile Home	ID	Not Available	<1940	0	0	1	0	0	31	45073.2
300-400%	Mobile Home	ID	Owner	<1940	0.0490458	0.950954	0	0	0	27	38106.2
300-400%	Mobile Home	ID	Renter	<1940	0	1	0	0	0	13	26893.5
400%+	Mobile Home	ID	Not Available	<1940	0	0	1	0	0	53	115637
400%+	Mobile Home	ID	Owner	<1940	0.0328803	0.96712	0	0	0	47	98806.8
400%+	Mobile Home	ID	Renter	<1940	0	1	0	0	0	41	253026
Not Available	Mobile Home	ID	Not Available	<1940	0.0178349	0.982165	0	0	0	118	286950
Not Available	Mobile Home	ID	Owner	<1940	0	0	1	0	0	98	233449
Not Available	Mobile Home	ID	Renter	<1940	0	0	1	0	0	20	53501.4
0-100%	Mobile Home	IL	Not Available	1940s	0	0	1	0	0	34	95074.6
0-100%	Mobile Home	IL	Owner	1940s	0	1	0	0	0	17	46608.5
0-100%	Mobile Home	IL	Renter	1940s	0.0400573	0.959943	0	0	0	17	48466.1
100-150%	Mobile Home	IL	Not Available	1940s	0	0	1	0	0	50	125636
100-150%	Mobile Home	IL	Owner	1940s	0.0897124	0.910288	0	0	0	42	103437
100-150%	Mobile Home	IL	Renter	1940s	0	1	0	0	0	14	32432.1
150-200%	Mobile Home	IL	Not Available	1940s	0	0	1	0	0	52	91291.7
150-200%	Mobile Home	IL	Owner	1940s	0.0509661	0.949034	0	0	0	46	81058.7
150-200%	Mobile Home	IL	Renter	1940s	0	1	0	0	0	14	32432.1
200-300%	Mobile Home	IL	Not Available	1940s	0	0	1	0	0	110	190956
200-300%	Mobile Home	IL	Owner	1940s	0.0903382	0.909662	0	0	0	102	172963
200-300%	Mobile Home	IL	Renter	1940s	0	1	0	0	0	12	24695.3
300-400%	Mobile Home	IL	Not Available	1940s	0	0	1	0	0	70	127060
300-400%	Mobile Home	IL	Owner	1940s	0.0448567	0.955143	0	0	0	66	120358
300-400%	Mobile Home	IL	Renter	1940s	0	1	0	0	0	12	24695.3
400%+	Mobile Home	IL	Not Available	1940s	0	0	1	0	0	135	301515
400%+	Mobile Home	IL	Owner	1940s	0.0584276	0.941572	0	0	0	129	290253
400%+	Mobile Home	IL	Renter	1940s	0	1	0	0	0	12	64552.6
Not Available	Mobile Home	IL	Not Available	1940s	0.0572551	0.942745	0	0	0	329	931534
Not Available	Mobile Home	IL	Owner	1940s	0	0	1	0	0	291	814679
Not Available	Mobile Home	IL	Renter	1940s	0	0	1	0	0	38	116856
0-100%	Mobile Home	IL	Not Available	1950s	0	0	1	0	0	34	296445
0-100%	Mobile Home	IL	Owner	1950s	0	1	0	0	0	22	196970
0-100%	Mobile Home	IL	Renter	1950s	0	1	0	0	0	12	99475
100-150%	Mobile Home	IL	Not Available	1950s	0	0	1	0	0	29	146651
100-150%	Mobile Home	IL	Owner	1950s	0.199488	0.800512	0	0	0	25	126901
100-150%	Mobile Home	IL	Renter	1950s	0	1	0	0	0	19	123892
150-200%	Mobile Home	IL	Not Available	1950s	0	0	1	0	0	30	189171
150-200%	Mobile Home	IL	Owner	1950s	0.0669179	0.933082	0	0	0	27	184504
150-200%	Mobile Home	IL	Renter	1950s	0	1	0	0	0	19	123892
200-300%	Mobile Home	IL	Not Available	1950s	0	0	1	0	0	54	296597
200-300%	Mobile Home	IL	Owner	1950s	0.0589012	0.941099	0	0	0	51	280706
200-300%	Mobile Home	IL	Renter	1950s	0	1	0	0	0	18	54842.2
300-400%	Mobile Home	IL	Not Available	1950s	0	0	1	0	0	50	270671
300-400%	Mobile Home	IL	Owner	1950s	0.0652636	0.934736	0	0	0	47	256415
300-400%	Mobile Home	IL	Renter	1950s	0	1	0	0	0	18	54842.2
400%+	Mobile Home	IL	Not Available	1950s	0	0	1	0	0	107	843948
400%+	Mobile Home	IL	Owner	1950s	0.0870565	0.912944	0	0	0	101	790658
400%+	Mobile Home	IL	Renter	1950s	0	1	0	0	0	12	64552.6
Not Available	Mobile Home	IL	Not Available	1950s	0.0683941	0.931606	0	0	0	217	2.04348e+06
Not Available	Mobile Home	IL	Owner	1950s	0	0	1	0	0	193	1.83615e+06
Not Available	Mobile Home	IL	Renter	1950s	0	0	1	0	0	24	207330
0-100%	Mobile Home	IL	Not Available	1960s	0	0	1	1	8803.83	23	194667
0-100%	Mobile Home	IL	Owner	1960s	0	1	0	0	0	13	127109
0-100%	Mobile Home	IL	Renter	1960s	0	1	0	1	8803.83	10	67558.3
100-150%	Mobile Home	IL	Not Available	1960s	0	0	1	0	0	28	133745
100-150%	Mobile Home	IL	Owner	1960s	0	1	0	0	0	19	104104
100-150%	Mobile Home	IL	Renter	1960s	0.0486552	0.951345	0	0	0	17	71377.3
150-200%	Mobile Home	IL	Not Available	1960s	0	0	1	0	0	34	196634
150-200%	Mobile Home	IL	Owner	1960s	0.00127504	0.998725	0	0	0	26	154897
150-200%	Mobile Home	IL	Renter	1960s	0.0486552	0.951345	0	0	0	17	71377.3
200-300%	Mobile Home	IL	Not Available	1960s	0	0	1	0	0	58	227089
200-300%	Mobile Home	IL	Owner	1960s	0.0444283	0.955572	0	0	0	47	183739
200-300%	Mobile Home	IL	Renter	1960s	0.0232981	0.976702	0	0	0	11	43350
300-400%	Mobile Home	IL	Not Available	1960s	0	0	1	0	0	46	235840
300-400%	Mobile Home	IL	Owner	1960s	0.0514804	0.94852	0	0	0	40	206024
300-400%	Mobile Home	IL	Renter	1960s	0.0138038	0.986196	0	0	0	17	73166.1
400%+	Mobile Home	IL	Not Available	1960s	0	0	1	0	0	77	478417
400%+	Mobile Home	IL	Owner	1960s	0.0367424	0.963258	0	0	0	74	460963
400%+	Mobile Home	IL	Renter	1960s	0.0376743	0.962326	0	0	0	25	101671
Not Available	Mobile Home	IL	Not Available	1960s	0.0275415	0.972459	0	1	8803.83	187	1.46639e+06
Not Available	Mobile Home	IL	Owner	1960s	0	0	1	0	0	155	1.23684e+06
Not Available	Mobile Home	IL	Renter	1960s	0	0	1	1	8803.83	32	229556
0-100%	Mobile Home	IL	Not Available	1970s	0	0	1	0	0	22	130136
0-100%	Mobile Home	IL	Owner	1970s	0.190208	0.809792	0	0	0	12	74130.5
0-100%	Mobile Home	IL	Renter	1970s	0	1	0	0	0	10	56005.4
100-150%	Mobile Home	IL	Not Available	1970s	0	0	1	0	0	27	159868
100-150%	Mobile Home	IL	Owner	1970s	0.0811656	0.918834	0	0	0	18	108840
100-150%	Mobile Home	IL	Renter	1970s	0.00861477	0.991385	0	0	0	15	76916.6
150-200%	Mobile Home	IL	Not Available	1970s	0	0	1	0	0	32	164565
150-200%	Mobile Home	IL	Owner	1970s	0.00463328	0.995367	0	0	0	26	138677
150-200%	Mobile Home	IL	Renter	1970s	0.00861477	0.991385	0	0	0	15	76916.6
200-300%	Mobile Home	IL	Not Available	1970s	0	0	1	0	0	80	347307
200-300%	Mobile Home	IL	Owner	1970s	0.0737537	0.926246	0	0	0	69	286834
200-300%	Mobile Home	IL	Renter	1970s	0.0831515	0.916849	0	0	0	11	60472.6
300-400%	Mobile Home	IL	Not Available	1970s	0	0	1	0	0	68	293306
300-400%	Mobile Home	IL	Owner	1970s	0.0919795	0.90802	0	0	0	62	271607
300-400%	Mobile Home	IL	Renter	1970s	0.0611936	0.938806	0	0	0	17	82171.8
400%+	Mobile Home	IL	Not Available	1970s	0	0	1	0	0	140	910732
400%+	Mobile Home	IL	Owner	1970s	0.12321	0.87679	0	0	0	135	891984
400%+	Mobile Home	IL	Renter	1970s	0.0376743	0.962326	0	0	0	25	101671
Not Available	Mobile Home	IL	Not Available	1970s	0.225844	0.774156	0	0	0	11	101549
Not Available	Mobile Home	IL	Owner	1970s	0	0	1	0	0	11	101549
Not Available	Mobile Home	IL	Renter	1970s	0	0	1	0	0	34	233841
0-100%	Mobile Home	IL	Not Available	1980s	0	0	1	0	0	10	74182.6
0-100%	Mobile Home	IL	Owner	1980s	0.0010331	0.998967	0	0	0	28	156981
0-100%	Mobile Home	IL	Renter	1980s	0	1	0	0	0	13	58636.4
100-150%	Mobile Home	IL	Not Available	1980s	0	0	1	0	0	14	74058.1
100-150%	Mobile Home	IL	Owner	1980s	0	1	0	0	0	11	65376.6
100-150%	Mobile Home	IL	Renter	1980s	0	1	0	0	0	13	58636.4
150-200%	Mobile Home	IL	Not Available	1980s	0	0	1	0	0	17	67376.3
150-200%	Mobile Home	IL	Owner	1980s	0.0032116	0.996788	0	0	0	12	50497.3
150-200%	Mobile Home	IL	Renter	1980s	0	1	0	0	0	13	58636.4
200-300%	Mobile Home	IL	Not Available	1980s	0	0	1	0	0	41	173771
200-300%	Mobile Home	IL	Owner	1980s	0.0880526	0.911947	0	0	0	38	160191
200-300%	Mobile Home	IL	Renter	1980s	0.0128529	0.987147	0	0	0	21	81139.9
300-400%	Mobile Home	IL	Not Available	1980s	0	0	1	0	0	40	188687
300-400%	Mobile Home	IL	Owner	1980s	0.200249	0.799751	0	0	0	37	180244
300-400%	Mobile Home	IL	Renter	1980s	0.0128529	0.987147	0	0	0	21	81139.9
400%+	Mobile Home	IL	Not Available	1980s	0	0	1	0	0	89	569437
400%+	Mobile Home	IL	Owner	1980s	0.0954716	0.904528	0	0	0	84	554022
400%+	Mobile Home	IL	Renter	1980s	0.167852	0.832148	0	0	0	12	74217
Not Available	Mobile Home	IL	Not Available	1980s	0.089981	0.910019	0	0	0	153	1.14751e+06
Not Available	Mobile Home	IL	Owner	1980s	0	0	1	0	0	136	1.05144e+06
Not Available	Mobile Home	IL	Renter	1980s	0	0	1	0	0	17	96075.7
0-100%	Mobile Home	IL	Not Available	1990s	0	0	1	0	0	38	264100
0-100%	Mobile Home	IL	Owner	1990s	0	1	0	0	0	36	252531
0-100%	Mobile Home	IL	Renter	1990s	0	1	0	0	0	15	70205.1
100-150%	Mobile Home	IL	Not Available	1990s	0	0	1	2	28788	16	96903.5
100-150%	Mobile Home	IL	Owner	1990s	0	1	0	2	28788	16	96903.5
100-150%	Mobile Home	IL	Renter	1990s	0	1	0	0	0	15	70205.1
150-200%	Mobile Home	IL	Not Available	1990s	0	0	1	0	0	16	119119
150-200%	Mobile Home	IL	Owner	1990s	0	1	0	0	0	14	107550
150-200%	Mobile Home	IL	Renter	1990s	0	1	0	0	0	15	70205.1
200-300%	Mobile Home	IL	Not Available	1990s	0	0	1	2	19866.1	54	262889
200-300%	Mobile Home	IL	Owner	1990s	0.0349228	0.965077	0	2	19866.1	44	221319
200-300%	Mobile Home	IL	Renter	1990s	0	1	0	0	0	10	41570
300-400%	Mobile Home	IL	Not Available	1990s	0	0	1	1	4494.1	61	328507
300-400%	Mobile Home	IL	Owner	1990s	0.0473304	0.95267	0	1	4494.1	56	310961
300-400%	Mobile Home	IL	Renter	1990s	0.0176413	0.982359	0	0	0	15	59116.2
400%+	Mobile Home	IL	Not Available	1990s	0	0	1	0	0	137	1.21376e+06
400%+	Mobile Home	IL	Owner	1990s	0.100638	0.899362	0	0	0	130	1.15496e+06
400%+	Mobile Home	IL	Renter	1990s	0.167852	0.832148	0	0	0	12	74217
Not Available	Mobile Home	IL	Not Available	1990s	0.0712868	0.928713	0	4	53148.2	16	189381
Not Available	Mobile Home	IL	Owner	1990s	0	0	1	4	53148.2	15	175880
Not Available	Mobile Home	IL	Renter	1990s	0	0	1	0	0	17	129486
0-100%	Mobile Home	IL	Not Available	2000s	0	0	1	0	0	12	78166.7
0-100%	Mobile Home	IL	Owner	2000s	0	1	0	0	0	29	134626
0-100%	Mobile Home	IL	Renter	2000s	0	1	0	0	0	13	64873.4
100-150%	Mobile Home	IL	Not Available	2000s	0	0	1	0	0	15	72404.2
100-150%	Mobile Home	IL	Owner	2000s	0	1	0	0	0	10	53553.7
100-150%	Mobile Home	IL	Renter	2000s	0	1	0	0	0	13	64873.4
150-200%	Mobile Home	IL	Not Available	2000s	0	0	1	0	0	15	48928.8
150-200%	Mobile Home	IL	Owner	2000s	0	1	0	0	0	13	44543.1
150-200%	Mobile Home	IL	Renter	2000s	0	1	0	0	0	13	64873.4
200-300%	Mobile Home	IL	Not Available	2000s	0	0	1	2	12289.6	49	207947
200-300%	Mobile Home	IL	Owner	2000s	0.0707843	0.929216	0	2	12289.6	43	176829
200-300%	Mobile Home	IL	Renter	2000s	0	1	0	0	0	10	59273
300-400%	Mobile Home	IL	Not Available	2000s	0	0	1	1	3501.79	46	176554
300-400%	Mobile Home	IL	Owner	2000s	0.0803161	0.919684	0	1	3501.79	42	148400
300-400%	Mobile Home	IL	Renter	2000s	0	1	0	0	0	10	59273
400%+	Mobile Home	IL	Not Available	2000s	0	0	1	1	8664.33	146	842030
400%+	Mobile Home	IL	Owner	2000s	0.069509	0.930491	0	1	8664.33	140	815648
400%+	Mobile Home	IL	Renter	2000s	0	1	0	0	0	11	50918
Not Available	Mobile Home	IL	Not Available	2000s	0.0568925	0.943108	0	3	24455.7	218	1.42603e+06
Not Available	Mobile Home	IL	Owner	2000s	0	0	1	3	24455.7	196	1.2755e+06
Not Available	Mobile Home	IL	Renter	2000s	0	0	1	0	0	22	150529
0-100%	Mobile Home	IL	Not Available	2010s	0	0	1	0	0	22	87958.2
0-100%	Mobile Home	IL	Owner	2010s	0.0821401	0.91786	0	0	0	13	54662.4
0-100%	Mobile Home	IL	Renter	2010s	0	1	0	0	0	22	98169.2
100-150%	Mobile Home	IL	Not Available	2010s	0	0	1	0	0	18	63504.6
100-150%	Mobile Home	IL	Owner	2010s	0.0952177	0.904782	0	0	0	11	47154.9
100-150%	Mobile Home	IL	Renter	2010s	0	1	0	0	0	22	98169.2
150-200%	Mobile Home	IL	Not Available	2010s	0	0	1	0	0	10	30704.6
150-200%	Mobile Home	IL	Owner	2010s	0.0952177	0.904782	0	0	0	11	47154.9
150-200%	Mobile Home	IL	Renter	2010s	0	1	0	0	0	22	98169.2
200-300%	Mobile Home	IL	Not Available	2010s	0	0	1	0	0	20	72473.1
200-300%	Mobile Home	IL	Owner	2010s	0	1	0	0	0	19	65427.6
200-300%	Mobile Home	IL	Renter	2010s	0	1	0	0	0	12	70952.1
300-400%	Mobile Home	IL	Not Available	2010s	0	0	1	1	4633.6	19	60884.8
300-400%	Mobile Home	IL	Owner	2010s	0.033419	0.966581	0	0	0	18	56251.2
300-400%	Mobile Home	IL	Renter	2010s	0	1	0	1	4633.6	12	70952.1
400%+	Mobile Home	IL	Not Available	2010s	0	0	1	1	3981.85	68	405185
400%+	Mobile Home	IL	Owner	2010s	0.0278721	0.972128	0	0	0	63	380649
400%+	Mobile Home	IL	Renter	2010s	0	1	0	1	3981.85	11	50918
Not Available	Mobile Home	IL	Not Available	2010s	0.0506702	0.94933	0	1	8615.45	11	88611.7
Not Available	Mobile Home	IL	Owner	2010s	0	0	1	0	0	89	556990
Not Available	Mobile Home	IL	Renter	2010s	0	0	1	1	8615.45	11	69510.8
0-100%	Mobile Home	IL	Not Available	<1940	0	0	1	0	0	34	245694
0-100%	Mobile Home	IL	Owner	<1940	0	1	0	0	0	17	120447
0-100%	Mobile Home	IL	Renter	<1940	0.0400573	0.959943	0	0	0	17	125247
100-150%	Mobile Home	IL	Not Available	<1940	0	0	1	0	0	50	324673
100-150%	Mobile Home	IL	Owner	<1940	0.0897124	0.910288	0	0	0	42	267306
100-150%	Mobile Home	IL	Renter	<1940	0	1	0	0	0	14	83812.1
150-200%	Mobile Home	IL	Not Available	<1940	0	0	1	0	0	52	235919
150-200%	Mobile Home	IL	Owner	<1940	0.0509661	0.949034	0	0	0	46	209474
150-200%	Mobile Home	IL	Renter	<1940	0	1	0	0	0	14	83812.1
200-300%	Mobile Home	IL	Not Available	<1940	0	0	1	0	0	110	493475
200-300%	Mobile Home	IL	Owner	<1940	0.0903382	0.909662	0	0	0	102	446977
200-300%	Mobile Home	IL	Renter	<1940	0	1	0	0	0	12	63818.2
300-400%	Mobile Home	IL	Not Available	<1940	0	0	1	0	0	70	328352
300-400%	Mobile Home	IL	Owner	<1940	0.0448567	0.955143	0	0	0	66	311032
300-400%	Mobile Home	IL	Renter	<1940	0	1	0	0	0	12	63818.2
400%+	Mobile Home	IL	Not Available	<1940	0	0	1	0	0	135	779185
400%+	Mobile Home	IL	Owner	<1940	0.0584276	0.941572	0	0	0	129	750081
400%+	Mobile Home	IL	Renter	<1940	0	1	0	0	0	12	93656.9
Not Available	Mobile Home	IL	Not Available	<1940	0.0572551	0.942745	0	0	0	329	2.4073e+06
Not Available	Mobile Home	IL	Owner	<1940	0	0	1	0	0	291	2.10532e+06
Not Available	Mobile Home	IL	Renter	<1940	0	0	1	0	0	38	301982
0-100%	Mobile Home	IN	Not Available	1940s	0	0	1	0	0	34	95074.6
0-100%	Mobile Home	IN	Owner	1940s	0	1	0	0	0	17	46608.5
0-100%	Mobile Home	IN	Renter	1940s	0.0400573	0.959943	0	0	0	17	48466.1
100-150%	Mobile Home	IN	Not Available	1940s	0	0	1	0	0	50	125636
100-150%	Mobile Home	IN	Owner	1940s	0.0897124	0.910288	0	0	0	42	103437
100-150%	Mobile Home	IN	Renter	1940s	0	1	0	0	0	14	32432.1
150-200%	Mobile Home	IN	Not Available	1940s	0	0	1	0	0	52	91291.7
150-200%	Mobile Home	IN	Owner	1940s	0.0509661	0.949034	0	0	0	46	81058.7
150-200%	Mobile Home	IN	Renter	1940s	0	1	0	0	0	14	32432.1
200-300%	Mobile Home	IN	Not Available	1940s	0	0	1	0	0	110	190956
200-300%	Mobile Home	IN	Owner	1940s	0.0903382	0.909662	0	0	0	102	172963
200-300%	Mobile Home	IN	Renter	1940s	0	1	0	0	0	12	24695.3
300-400%	Mobile Home	IN	Not Available	1940s	0	0	1	0	0	70	127060
300-400%	Mobile Home	IN	Owner	1940s	0.0448567	0.955143	0	0	0	66	120358
300-400%	Mobile Home	IN	Renter	1940s	0	1	0	0	0	12	24695.3
400%+	Mobile Home	IN	Not Available	1940s	0	0	1	0	0	135	301515
400%+	Mobile Home	IN	Owner	1940s	0.0584276	0.941572	0	0	0	129	290253
400%+	Mobile Home	IN	Renter	1940s	0	1	0	0	0	12	64552.6
Not Available	Mobile Home	IN	Not Available	1940s	0.0572551	0.942745	0	0	0	329	931534
Not Available	Mobile Home	IN	Owner	1940s	0	0	1	0	0	291	814679
Not Available	Mobile Home	IN	Renter	1940s	0	0	1	0	0	38	116856
0-100%	Mobile Home	IN	Not Available	1950s	0	0	1	0	0	34	296445
0-100%	Mobile Home	IN	Owner	1950s	0	1	0	0	0	22	196970
0-100%	Mobile Home	IN	Renter	1950s	0	1	0	0	0	12	99475
100-150%	Mobile Home	IN	Not Available	1950s	0	0	1	0	0	29	146651
100-150%	Mobile Home	IN	Owner	1950s	0.199488	0.800512	0	0	0	25	126901
100-150%	Mobile Home	IN	Renter	1950s	0	1	0	0	0	19	123892
150-200%	Mobile Home	IN	Not Available	1950s	0	0	1	0	0	30	189171
150-200%	Mobile Home	IN	Owner	1950s	0.0669179	0.933082	0	0	0	27	184504
150-200%	Mobile Home	IN	Renter	1950s	0	1	0	0	0	19	123892
200-300%	Mobile Home	IN	Not Available	1950s	0	0	1	0	0	54	296597
200-300%	Mobile Home	IN	Owner	1950s	0.0589012	0.941099	0	0	0	51	280706
200-300%	Mobile Home	IN	Renter	1950s	0	1	0	0	0	18	54842.2
300-400%	Mobile Home	IN	Not Available	1950s	0	0	1	0	0	50	270671
300-400%	Mobile Home	IN	Owner	1950s	0.0652636	0.934736	0	0	0	47	256415
300-400%	Mobile Home	IN	Renter	1950s	0	1	0	0	0	18	54842.2
400%+	Mobile Home	IN	Not Available	1950s	0	0	1	0	0	107	843948
400%+	Mobile Home	IN	Owner	1950s	0.0870565	0.912944	0	0	0	101	790658
400%+	Mobile Home	IN	Renter	1950s	0	1	0	0	0	12	64552.6
Not Available	Mobile Home	IN	Not Available	1950s	0.0683941	0.931606	0	0	0	217	2.04348e+06
Not Available	Mobile Home	IN	Owner	1950s	0	0	1	0	0	193	1.83615e+06
Not Available	Mobile Home	IN	Renter	1950s	0	0	1	0	0	24	207330
0-100%	Mobile Home	IN	Not Available	1960s	0	0	1	1	9783.07	23	194667
0-100%	Mobile Home	IN	Owner	1960s	0	1	0	1	9783.07	13	127109
0-100%	Mobile Home	IN	Renter	1960s	0	1	0	0	0	10	67558.3
100-150%	Mobile Home	IN	Not Available	1960s	0	0	1	0	0	28	133745
100-150%	Mobile Home	IN	Owner	1960s	0	1	0	0	0	19	104104
100-150%	Mobile Home	IN	Renter	1960s	0.0486552	0.951345	0	0	0	17	71377.3
150-200%	Mobile Home	IN	Not Available	1960s	0	0	1	0	0	34	196634
150-200%	Mobile Home	IN	Owner	1960s	0.00127504	0.998725	0	0	0	26	154897
150-200%	Mobile Home	IN	Renter	1960s	0.0486552	0.951345	0	0	0	17	71377.3
200-300%	Mobile Home	IN	Not Available	1960s	0	0	1	0	0	58	227089
200-300%	Mobile Home	IN	Owner	1960s	0.0444283	0.955572	0	0	0	47	183739
200-300%	Mobile Home	IN	Renter	1960s	0.0232981	0.976702	0	0	0	11	43350
300-400%	Mobile Home	IN	Not Available	1960s	0	0	1	0	0	46	235840
300-400%	Mobile Home	IN	Owner	1960s	0.0514804	0.94852	0	0	0	40	206024
300-400%	Mobile Home	IN	Renter	1960s	0.0138038	0.986196	0	0	0	17	73166.1
400%+	Mobile Home	IN	Not Available	1960s	0	0	1	0	0	77	478417
400%+	Mobile Home	IN	Owner	1960s	0.0367424	0.963258	0	0	0	74	460963
400%+	Mobile Home	IN	Renter	1960s	0.0376743	0.962326	0	0	0	25	101671
Not Available	Mobile Home	IN	Not Available	1960s	0.0275415	0.972459	0	1	9783.07	187	1.46639e+06
Not Available	Mobile Home	IN	Owner	1960s	0	0	1	1	9783.07	155	1.23684e+06
Not Available	Mobile Home	IN	Renter	1960s	0	0	1	0	0	32	229556
0-100%	Mobile Home	IN	Not Available	1970s	0	0	1	0	0	22	130136
0-100%	Mobile Home	IN	Owner	1970s	0.190208	0.809792	0	0	0	12	74130.5
0-100%	Mobile Home	IN	Renter	1970s	0	1	0	0	0	10	56005.4
100-150%	Mobile Home	IN	Not Available	1970s	0	0	1	0	0	27	159868
100-150%	Mobile Home	IN	Owner	1970s	0.0811656	0.918834	0	0	0	18	108840
100-150%	Mobile Home	IN	Renter	1970s	0.00861477	0.991385	0	0	0	15	76916.6
150-200%	Mobile Home	IN	Not Available	1970s	0	0	1	1	4370.13	32	164565
150-200%	Mobile Home	IN	Owner	1970s	0.00463328	0.995367	0	1	4370.13	26	138677
150-200%	Mobile Home	IN	Renter	1970s	0.00861477	0.991385	0	0	0	15	76916.6
200-300%	Mobile Home	IN	Not Available	1970s	0	0	1	1	1125.7	80	347307
200-300%	Mobile Home	IN	Owner	1970s	0.0737537	0.926246	0	1	1125.7	69	286834
200-300%	Mobile Home	IN	Renter	1970s	0.0831515	0.916849	0	0	0	11	60472.6
300-400%	Mobile Home	IN	Not Available	1970s	0	0	1	0	0	68	293306
300-400%	Mobile Home	IN	Owner	1970s	0.0919795	0.90802	0	0	0	62	271607
300-400%	Mobile Home	IN	Renter	1970s	0.0611936	0.938806	0	0	0	17	82171.8
400%+	Mobile Home	IN	Not Available	1970s	0	0	1	0	0	140	910732
400%+	Mobile Home	IN	Owner	1970s	0.12321	0.87679	0	0	0	135	891984
400%+	Mobile Home	IN	Renter	1970s	0.0376743	0.962326	0	0	0	25	101671
Not Available	Mobile Home	IN	Not Available	1970s	0.225844	0.774156	0	1	5495.82	11	101549
Not Available	Mobile Home	IN	Owner	1970s	0	0	1	1	5495.82	11	101549
Not Available	Mobile Home	IN	Renter	1970s	0	0	1	0	0	34	233841
0-100%	Mobile Home	IN	Not Available	1980s	0	0	1	1	2045.47	10	74182.6
0-100%	Mobile Home	IN	Owner	1980s	0.0010331	0.998967	0	1	2045.47	28	156981
0-100%	Mobile Home	IN	Renter	1980s	0	1	0	0	0	13	58636.4
100-150%	Mobile Home	IN	Not Available	1980s	0	0	1	2	11340.2	14	74058.1
100-150%	Mobile Home	IN	Owner	1980s	0	1	0	2	11340.2	11	65376.6
100-150%	Mobile Home	IN	Renter	1980s	0	1	0	0	0	13	58636.4
150-200%	Mobile Home	IN	Not Available	1980s	0	0	1	0	0	17	67376.3
150-200%	Mobile Home	IN	Owner	1980s	0.0032116	0.996788	0	0	0	12	50497.3
150-200%	Mobile Home	IN	Renter	1980s	0	1	0	0	0	13	58636.4
200-300%	Mobile Home	IN	Not Available	1980s	0	0	1	1	5157.32	41	173771
200-300%	Mobile Home	IN	Owner	1980s	0.0880526	0.911947	0	1	5157.32	38	160191
200-300%	Mobile Home	IN	Renter	1980s	0.0128529	0.987147	0	0	0	21	81139.9
300-400%	Mobile Home	IN	Not Available	1980s	0	0	1	0	0	40	188687
300-400%	Mobile Home	IN	Owner	1980s	0.200249	0.799751	0	0	0	37	180244
