Dependency=Electric Vehicle Charger	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=No	Option=Yes	Option=Void	source_count	source_weight	fallback_count	fallback_weight
Level 1 charger	Not Available	Single-Family Detached	Owner	2010s	0	0	1	3.50891	18901.9	3.50891	18901.9
Level 1 charger	Not Available	Single-Family Detached	Owner	<1940	0	0	1	7.97479	42898.1	7.97479	42898.1
Level 1 charger	Not Available	Single-Family Detached	Renter	1940-59	0	0	1	0.154543	700.156	0.154543	700.156
Level 1 charger	Not Available	Single-Family Detached	Renter	1960-79	0	0	1	0.0944431	739.418	0.0944431	739.418
Level 1 charger	Not Available	Single-Family Detached	Renter	1980-99	0	0	1	0.1202	1065.23	0.1202	1065.23
Level 1 charger	Not Available	Single-Family Detached	Renter	2000-09	0	0	1	0.0772717	456.532	0.0772717	456.532
Level 1 charger	Not Available	Single-Family Detached	Renter	2010s	0	0	1	0.0472216	288.55	0.0472216	288.55
Level 1 charger	Not Available	Single-Family Detached	Renter	<1940	0	0	1	0.107322	654.869	0.107322	654.869
Level 2 charger	0-100%	Mobile Home	Not Available	1940-59	0	0	1	5.45563e-18	5.24871e-18	6.16486	36540.2
Level 2 charger	0-100%	Mobile Home	Not Available	1960-79	0	0	1	5.45563e-18	5.24871e-18	6.16486	36540.2
Level 2 charger	0-100%	Mobile Home	Not Available	1980-99	0	0	1	5.45563e-18	5.24871e-18	6.16486	36540.2
Level 2 charger	0-100%	Mobile Home	Not Available	2000-09	0	0	1	0.0545563	522.253	6.16486	36540.2
Level 2 charger	0-100%	Mobile Home	Not Available	2010s	0	0	1	5.45563e-18	5.24871e-18	6.16486	36540.2
Level 2 charger	0-100%	Mobile Home	Not Available	<1940	0	0	1	5.45563e-18	5.24871e-18	6.16486	36540.2
Level 2 charger	0-100%	Mobile Home	Owner	1940-59	0	1	0	2.57322e-18	2.40075e-18	2.90774	16713.4
Level 2 charger	0-100%	Mobile Home	Owner	1960-79	0	1	0	2.57322e-18	2.40075e-18	2.90774	16713.4
Level 2 charger	0-100%	Mobile Home	Owner	1980-99	0	1	0	2.57322e-18	2.40075e-18	2.90774	16713.4
Level 2 charger	0-100%	Mobile Home	Owner	2000-09	0	1	0	0.0257322	238.877	2.90774	16713.4
Level 2 charger	0-100%	Mobile Home	Owner	2010s	0	1	0	2.57322e-18	2.40075e-18	2.90774	16713.4
Level 2 charger	0-100%	Mobile Home	Owner	<1940	0	1	0	2.57322e-18	2.40075e-18	2.90774	16713.4
Level 2 charger	0-100%	Mobile Home	Renter	1940-59	0	1	0	5.34358e-19	5.4993e-19	0.603825	3828.48
Level 2 charger	0-100%	Mobile Home	Renter	1960-79	0	1	0	5.34358e-19	5.4993e-19	0.603825	3828.48
Level 2 charger	0-100%	Mobile Home	Renter	1980-99	0	1	0	5.34358e-19	5.4993e-19	0.603825	3828.48
Level 2 charger	0-100%	Mobile Home	Renter	2000-09	0	1	0	0.00534358	54.7187	0.603825	3828.48
Level 2 charger	0-100%	Mobile Home	Renter	2010s	0	1	0	5.34358e-19	5.4993e-19	0.603825	3828.48
Level 2 charger	0-100%	Mobile Home	Renter	<1940	0	1	0	5.34358e-19	5.4993e-19	0.603825	3828.48
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.0435101	179.387	0.0870201	1241.38
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	4.35101e-18	4.3977e-18	0.0870201	1241.38
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	4.35101e-18	4.3977e-18	0.0870201	1241.38
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	4.35101e-18	4.3977e-18	0.0870201	1241.38
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	4.35101e-18	4.3977e-18	0.0870201	1241.38
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.0435101	463.578	0.0870201	1241.38
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Owner	1940-59	0	1	0	0.000110404	0.532243	0.000220808	3.68318
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Owner	1960-79	0	1	0	1.10404e-20	1.3048e-20	0.000220808	3.68318
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Owner	1980-99	0	1	0	1.10404e-20	1.3048e-20	0.000220808	3.68318
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Owner	2000-09	0	1	0	1.10404e-20	1.3048e-20	0.000220808	3.68318
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	1.10404e-20	1.3048e-20	0.000220808	3.68318
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	0.000110404	1.37544	0.000220808	3.68318
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Renter	1940-59	0	1	0	0.0392236	160.377	0.0784472	1109.83
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	1	0	3.92236e-18	3.93166e-18	0.0784472	1109.83
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	1	0	3.92236e-18	3.93166e-18	0.0784472	1109.83
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Renter	2000-09	0	1	0	3.92236e-18	3.93166e-18	0.0784472	1109.83
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	3.92236e-18	3.93166e-18	0.0784472	1109.83
Level 2 charger	0-100%	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0.0392236	414.451	0.0784472	1109.83
Level 2 charger	0-100%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	1.86122e-18	1.88354e-18	0.0372243	531.683
Level 2 charger	0-100%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	0.0186122	256.301	0.0372243	531.683
Level 2 charger	0-100%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	1.86122e-18	1.88354e-18	0.0372243	531.683
Level 2 charger	0-100%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	1.86122e-18	1.88354e-18	0.0372243	531.683
Level 2 charger	0-100%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	1.86122e-18	1.88354e-18	0.0372243	531.683
Level 2 charger	0-100%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	1.86122e-18	1.88354e-18	0.0372243	531.683
Level 2 charger	0-100%	Multi-Family with 5+ Units	Owner	1940-59	0	1	0	3.28764e-21	3.10889e-21	6.57528e-05	0.877573
Level 2 charger	0-100%	Multi-Family with 5+ Units	Owner	1960-79	0	1	0	3.28764e-05	0.42304	6.57528e-05	0.877573
Level 2 charger	0-100%	Multi-Family with 5+ Units	Owner	1980-99	0	1	0	3.28764e-21	3.10889e-21	6.57528e-05	0.877573
Level 2 charger	0-100%	Multi-Family with 5+ Units	Owner	2000-09	0	1	0	3.28764e-21	3.10889e-21	6.57528e-05	0.877573
Level 2 charger	0-100%	Multi-Family with 5+ Units	Owner	2010s	0	1	0	3.28764e-21	3.10889e-21	6.57528e-05	0.877573
Level 2 charger	0-100%	Multi-Family with 5+ Units	Owner	<1940	0	1	0	3.28764e-21	3.10889e-21	6.57528e-05	0.877573
Level 2 charger	0-100%	Multi-Family with 5+ Units	Renter	1940-59	0	1	0	1.70797e-18	1.7336e-18	0.0341593	489.359
Level 2 charger	0-100%	Multi-Family with 5+ Units	Renter	1960-79	0	1	0	0.0170797	235.899	0.0341593	489.359
Level 2 charger	0-100%	Multi-Family with 5+ Units	Renter	1980-99	0	1	0	1.70797e-18	1.7336e-18	0.0341593	489.359
Level 2 charger	0-100%	Multi-Family with 5+ Units	Renter	2000-09	0	1	0	1.70797e-18	1.7336e-18	0.0341593	489.359
Level 2 charger	0-100%	Multi-Family with 5+ Units	Renter	2010s	0	1	0	1.70797e-18	1.7336e-18	0.0341593	489.359
Level 2 charger	0-100%	Multi-Family with 5+ Units	Renter	<1940	0	1	0	1.70797e-18	1.7336e-18	0.0341593	489.359
Level 2 charger	0-100%	Single-Family Attached	Not Available	1940-59	0	0	1	7.68944e-19	8.01241e-19	0.868907	5578.04
Level 2 charger	0-100%	Single-Family Attached	Not Available	1960-79	0	0	1	0.0307578	131.919	0.868907	5578.04
Level 2 charger	0-100%	Single-Family Attached	Not Available	1980-99	0	0	1	7.68944e-19	8.01241e-19	0.868907	5578.04
Level 2 charger	0-100%	Single-Family Attached	Not Available	2000-09	0	0	1	0.00768944	33.8301	0.868907	5578.04
Level 2 charger	0-100%	Single-Family Attached	Not Available	2010s	0	0	1	0.00768944	40.2691	0.868907	5578.04
Level 2 charger	0-100%	Single-Family Attached	Not Available	<1940	0	0	1	7.68944e-19	8.01241e-19	0.868907	5578.04
Level 2 charger	0-100%	Single-Family Attached	Owner	1940-59	0	1	0	4.54331e-20	4.90764e-20	0.0513394	341.658
Level 2 charger	0-100%	Single-Family Attached	Owner	1960-79	0	1	0	0.00181732	8.08009	0.0513394	341.658
Level 2 charger	0-100%	Single-Family Attached	Owner	1980-99	0	1	0	4.54331e-20	4.90764e-20	0.0513394	341.658
Level 2 charger	0-100%	Single-Family Attached	Owner	2000-09	0	1	0	0.000454331	2.07211	0.0513394	341.658
Level 2 charger	0-100%	Single-Family Attached	Owner	2010s	0	1	0	0.000454331	2.4665	0.0513394	341.658
Level 2 charger	0-100%	Single-Family Attached	Owner	<1940	0	1	0	4.54331e-20	4.90764e-20	0.0513394	341.658
Level 2 charger	0-100%	Single-Family Attached	Renter	1940-59	0	1	0	4.40496e-19	4.53721e-19	0.49776	3158.69
Level 2 charger	0-100%	Single-Family Attached	Renter	1960-79	0	1	0	0.0176198	74.7021	0.49776	3158.69
Level 2 charger	0-100%	Single-Family Attached	Renter	1980-99	0	1	0	4.40496e-19	4.53721e-19	0.49776	3158.69
Level 2 charger	0-100%	Single-Family Attached	Renter	2000-09	0	1	0	0.00440496	19.1571	0.49776	3158.69
Level 2 charger	0-100%	Single-Family Attached	Renter	2010s	0	1	0	0.00440496	22.8033	0.49776	3158.69
Level 2 charger	0-100%	Single-Family Attached	Renter	<1940	0	1	0	4.40496e-19	4.53721e-19	0.49776	3158.69
Level 2 charger	0-100%	Single-Family Detached	Not Available	1940-59	0	0	1	0.0465746	251.674	0.0465746	251.674
Level 2 charger	0-100%	Single-Family Detached	Not Available	1960-79	0	0	1	0.0421389	292.67	0.0421389	292.67
Level 2 charger	0-100%	Single-Family Detached	Not Available	1980-99	0	0	1	0.055446	339.061	0.055446	339.061
Level 2 charger	0-100%	Single-Family Detached	Not Available	2000-09	0	0	1	0.0465746	314.05	0.0465746	314.05
Level 2 charger	0-100%	Single-Family Detached	Not Available	2010s	0	0	1	0.0443568	265.777	0.0443568	265.777
Level 2 charger	0-100%	Single-Family Detached	Not Available	<1940	0	0	1	0.0221784	116.353	0.0221784	116.353
Level 2 charger	0-100%	Single-Family Detached	Owner	1940-59	0	1	0	0.0215176	112.49	0.0215176	112.49
Level 2 charger	0-100%	Single-Family Detached	Owner	1960-79	0	1	0	0.0194683	130.813	0.0194683	130.813
Level 2 charger	0-100%	Single-Family Detached	Owner	1980-99	0	1	0	0.0256162	151.548	0.0256162	151.548
Level 2 charger	0-100%	Single-Family Detached	Owner	2000-09	0	1	0	0.0215176	140.369	0.0215176	140.369
Level 2 charger	0-100%	Single-Family Detached	Owner	2010s	0	1	0	0.020493	118.793	0.020493	118.793
Level 2 charger	0-100%	Single-Family Detached	Owner	<1940	0	1	0	0.0102465	52.0059	0.0102465	52.0059
Level 2 charger	0-100%	Single-Family Detached	Renter	1940-59	0	1	0	0.00476927	27.6479	0.00476927	27.6479
Level 2 charger	0-100%	Single-Family Detached	Renter	1960-79	0	1	0	0.00431506	32.1515	0.00431506	32.1515
Level 2 charger	0-100%	Single-Family Detached	Renter	1980-99	0	1	0	0.00567771	37.2478	0.00567771	37.2478
Level 2 charger	0-100%	Single-Family Detached	Renter	2000-09	0	1	0	0.00476927	34.5003	0.00476927	34.5003
Level 2 charger	0-100%	Single-Family Detached	Renter	2010s	0	1	0	0.00454216	29.1971	0.00454216	29.1971
Level 2 charger	0-100%	Single-Family Detached	Renter	<1940	0	1	0	0.00227108	12.7821	0.00227108	12.7821
Level 2 charger	100-150%	Mobile Home	Not Available	1940-59	0	0	1	2.6905e-18	1.84031e-18	3.04026	12811.8
Level 2 charger	100-150%	Mobile Home	Not Available	1960-79	0	0	1	2.6905e-18	1.84031e-18	3.04026	12811.8
Level 2 charger	100-150%	Mobile Home	Not Available	1980-99	0	0	1	2.6905e-18	1.84031e-18	3.04026	12811.8
Level 2 charger	100-150%	Mobile Home	Not Available	2000-09	0	0	1	0.026905	183.113	3.04026	12811.8
Level 2 charger	100-150%	Mobile Home	Not Available	2010s	0	0	1	2.6905e-18	1.84031e-18	3.04026	12811.8
Level 2 charger	100-150%	Mobile Home	Not Available	<1940	0	0	1	2.6905e-18	1.84031e-18	3.04026	12811.8
Level 2 charger	100-150%	Mobile Home	Owner	1940-59	0	1	0	1.69921e-18	1.18977e-18	1.92011	8282.89
Level 2 charger	100-150%	Mobile Home	Owner	1960-79	0	1	0	1.69921e-18	1.18977e-18	1.92011	8282.89
Level 2 charger	100-150%	Mobile Home	Owner	1980-99	0	1	0	1.69921e-18	1.18977e-18	1.92011	8282.89
Level 2 charger	100-150%	Mobile Home	Owner	2000-09	0	1	0	0.0169921	118.384	1.92011	8282.89
Level 2 charger	100-150%	Mobile Home	Owner	2010s	0	1	0	1.69921e-18	1.18977e-18	1.92011	8282.89
Level 2 charger	100-150%	Mobile Home	Owner	<1940	0	1	0	1.69921e-18	1.18977e-18	1.92011	8282.89
Level 2 charger	100-150%	Mobile Home	Renter	1940-59	0	1	0	1.13099e-19	7.06574e-20	0.127802	491.899
Level 2 charger	100-150%	Mobile Home	Renter	1960-79	0	1	0	1.13099e-19	7.06574e-20	0.127802	491.899
Level 2 charger	100-150%	Mobile Home	Renter	1980-99	0	1	0	1.13099e-19	7.06574e-20	0.127802	491.899
Level 2 charger	100-150%	Mobile Home	Renter	2000-09	0	1	0	0.00113099	7.03049	0.127802	491.899
Level 2 charger	100-150%	Mobile Home	Renter	2010s	0	1	0	1.13099e-19	7.06574e-20	0.127802	491.899
Level 2 charger	100-150%	Mobile Home	Renter	<1940	0	1	0	1.13099e-19	7.06574e-20	0.127802	491.899
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	1	0.00947214	23.182	0.0189443	160.422
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	1	9.47214e-19	5.6831e-19	0.0189443	160.422
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Not Available	1980-99	0	0	1	9.47214e-19	5.6831e-19	0.0189443	160.422
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Not Available	2000-09	0	0	1	9.47214e-19	5.6831e-19	0.0189443	160.422
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	1	9.47214e-19	5.6831e-19	0.0189443	160.422
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	1	0.00947214	59.9076	0.0189443	160.422
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Owner	1940-59	0	1	0	9.89773e-05	0.33304	0.000197955	2.30468
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Owner	1960-79	0	1	0	9.89773e-21	8.16453e-21	0.000197955	2.30468
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Owner	1980-99	0	1	0	9.89773e-21	8.16453e-21	0.000197955	2.30468
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Owner	2000-09	0	1	0	9.89773e-21	8.16453e-21	0.000197955	2.30468
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Owner	2010s	0	1	0	9.89773e-21	8.16453e-21	0.000197955	2.30468
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Owner	<1940	0	1	0	9.89773e-05	0.860653	0.000197955	2.30468
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Renter	1940-59	0	1	0	0.00761001	17.9579	0.01522	124.27
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	1	0	7.61001e-19	4.4024e-19	0.01522	124.27
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Renter	1980-99	0	1	0	7.61001e-19	4.4024e-19	0.01522	124.27
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Renter	2000-09	0	1	0	7.61001e-19	4.4024e-19	0.01522	124.27
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Renter	2010s	0	1	0	7.61001e-19	4.4024e-19	0.01522	124.27
Level 2 charger	100-150%	Multi-Family with 2 - 4 Units	Renter	<1940	0	1	0	0.00761001	46.4072	0.01522	124.27
Level 2 charger	100-150%	Multi-Family with 5+ Units	Not Available	1940-59	0	0	1	7.02924e-19	4.36432e-19	0.0140585	123.196
Level 2 charger	100-150%	Multi-Family with 5+ Units	Not Available	1960-79	0	0	1	0.00702924	59.3873	0.0140585	123.196
Level 2 charger	100-150%	Multi-Family with 5+ Units	Not Available	1980-99	0	0	1	7.02924e-19	4.36432e-19	0.0140585	123.196
Level 2 charger	100-150%	Multi-Family with 5+ Units	Not Available	2000-09	0	0	1	7.02924e-19	4.36432e-19	0.0140585	123.196
Level 2 charger	100-150%	Multi-Family with 5+ Units	Not Available	2010s	0	0	1	7.02924e-19	4.36432e-19	0.0140585	123.196
Level 2 charger	100-150%	Multi-Family with 5+ Units	Not Available	<1940	0	0	1	7.02924e-19	4.36432e-19	0.0140585	123.196
Level 2 charger	100-150%	Multi-Family with 5+ Units	Owner	1940-59	0	1	0	2.86814e-21	1.9882e-21	5.73629e-05	0.561228
Level 2 charger	100-150%	Multi-Family with 5+ Units	Owner	1960-79	0	1	0	2.86814e-05	0.270543	5.73629e-05	0.561228
Level 2 charger	100-150%	Multi-Family with 5+ Units	Owner	1980-99	0	1	0	2.86814e-21	1.9882e-21	5.73629e-05	0.561228
Level 2 charger	100-150%	Multi-Family with 5+ Units	Owner	2000-09	0	1	0	2.86814e-21	1.9882e-21	5.73629e-05	0.561228
Level 2 charger	100-150%	Multi-Family with 5+ Units	Owner	2010s	0	1	0	2.86814e-21	1.9882e-21	5.73629e-05	0.561228
Level 2 charger	100-150%	Multi-Family with 5+ Units	Owner	<1940	0	1	0	2.86814e-21	1.9882e-21	5.73629e-05	0.561228
Level 2 charger	100-150%	Multi-Family with 5+ Units	Renter	1940-59	0	1	0	6.15854e-19	3.79507e-19	0.0123171	107.127
Level 2 charger	100-150%	Multi-Family with 5+ Units	Renter	1960-79	0	1	0	0.00615854	51.6411	0.0123171	107.127
Level 2 charger	100-150%	Multi-Family with 5+ Units	Renter	1980-99	0	1	0	6.15854e-19	3.79507e-19	0.0123171	107.127
Level 2 charger	100-150%	Multi-Family with 5+ Units	Renter	2000-09	0	1	0	6.15854e-19	3.79507e-19	0.0123171	107.127
Level 2 charger	100-150%	Multi-Family with 5+ Units	Renter	2010s	0	1	0	6.15854e-19	3.79507e-19	0.0123171	107.127
Level 2 charger	100-150%	Multi-Family with 5+ Units	Renter	<1940	0	1	0	6.15854e-19	3.79507e-19	0.0123171	107.127
Level 2 charger	100-150%	Single-Family Attached	Not Available	1940-59	0	0	1	4.80374e-19	3.66717e-19	0.542823	2552.99
Level 2 charger	100-150%	Single-Family Attached	Not Available	1960-79	0	0	1	0.019215	60.3774	0.542823	2552.99
Level 2 charger	100-150%	Single-Family Attached	Not Available	1980-99	0	0	1	4.80374e-19	3.66717e-19	0.542823	2552.99
Level 2 charger	100-150%	Single-Family Attached	Not Available	2000-09	0	0	1	0.00480374	15.4836	0.542823	2552.99
Level 2 charger	100-150%	Single-Family Attached	Not Available	2010s	0	0	1	0.00480374	18.4306	0.542823	2552.99
Level 2 charger	100-150%	Single-Family Attached	Not Available	<1940	0	0	1	4.80374e-19	3.66717e-19	0.542823	2552.99
Level 2 charger	100-150%	Single-Family Attached	Owner	1940-59	0	1	0	1.05371e-19	7.88088e-20	0.119069	548.647
Level 2 charger	100-150%	Single-Family Attached	Owner	1960-79	0	1	0	0.00421482	12.9753	0.119069	548.647
Level 2 charger	100-150%	Single-Family Attached	Owner	1980-99	0	1	0	1.05371e-19	7.88088e-20	0.119069	548.647
Level 2 charger	100-150%	Single-Family Attached	Owner	2000-09	0	1	0	0.00105371	3.32748	0.119069	548.647
Level 2 charger	100-150%	Single-Family Attached	Owner	2010s	0	1	0	0.00105371	3.96081	0.119069	548.647
Level 2 charger	100-150%	Single-Family Attached	Owner	<1940	0	1	0	1.05371e-19	7.88088e-20	0.119069	548.647
Level 2 charger	100-150%	Single-Family Attached	Renter	1940-59	0	1	0	1.35755e-19	1.05523e-19	0.153404	734.622
Level 2 charger	100-150%	Single-Family Attached	Renter	1960-79	0	1	0	0.00543021	17.3736	0.153404	734.622
Level 2 charger	100-150%	Single-Family Attached	Renter	1980-99	0	1	0	1.35755e-19	1.05523e-19	0.153404	734.622
Level 2 charger	100-150%	Single-Family Attached	Renter	2000-09	0	1	0	0.00135755	4.45539	0.153404	734.622
Level 2 charger	100-150%	Single-Family Attached	Renter	2010s	0	1	0	0.00135755	5.3034	0.153404	734.622
Level 2 charger	100-150%	Single-Family Attached	Renter	<1940	0	1	0	1.35755e-19	1.05523e-19	0.153404	734.622
Level 2 charger	100-150%	Single-Family Detached	Not Available	1940-59	0	0	1	0.0512706	196.561	0.0512706	196.561
Level 2 charger	100-150%	Single-Family Detached	Not Available	1960-79	0	0	1	0.0463877	228.579	0.0463877	228.579
Level 2 charger	100-150%	Single-Family Detached	Not Available	1980-99	0	0	1	0.0610365	264.811	0.0610365	264.811
Level 2 charger	100-150%	Single-Family Detached	Not Available	2000-09	0	0	1	0.0512706	245.277	0.0512706	245.277
Level 2 charger	100-150%	Single-Family Detached	Not Available	2010s	0	0	1	0.0488292	207.575	0.0488292	207.575
Level 2 charger	100-150%	Single-Family Detached	Not Available	<1940	0	0	1	0.0244146	90.8734	0.0244146	90.8734
Level 2 charger	100-150%	Single-Family Detached	Owner	1940-59	0	1	0	0.0328725	122.946	0.0328725	122.946
Level 2 charger	100-150%	Single-Family Detached	Owner	1960-79	0	1	0	0.0297418	142.972	0.0297418	142.972
Level 2 charger	100-150%	Single-Family Detached	Owner	1980-99	0	1	0	0.0391339	165.635	0.0391339	165.635
Level 2 charger	100-150%	Single-Family Detached	Owner	2000-09	0	1	0	0.0328725	153.417	0.0328725	153.417
Level 2 charger	100-150%	Single-Family Detached	Owner	2010s	0	1	0	0.0313071	129.835	0.0313071	129.835
Level 2 charger	100-150%	Single-Family Detached	Owner	<1940	0	1	0	0.0156536	56.8398	0.0156536	56.8398
Level 2 charger	100-150%	Single-Family Detached	Renter	1940-59	0	1	0	0.00202975	8.59627	0.00202975	8.59627
Level 2 charger	100-150%	Single-Family Detached	Renter	1960-79	0	1	0	0.00183644	9.99652	0.00183644	9.99652
Level 2 charger	100-150%	Single-Family Detached	Renter	1980-99	0	1	0	0.00241637	11.5811	0.00241637	11.5811
