Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage	Option=EnergyStar	Option=None	Option=Standard	Option=Void	source_count	source_weight	fallback_count	fallback_weight
None	400%+	Multi-Family with 5+ Units	Owner	2010s	0	1	0	0	0.172341	1407.57	0.172341	1407.57
None	400%+	Multi-Family with 5+ Units	Owner	<1940	0	1	0	0	0.760329	5401.88	0.760329	5401.88
None	400%+	Multi-Family with 5+ Units	Renter	1940s	0	1	0	0	9.0567	21791.6	9.0567	21791.6
None	400%+	Multi-Family with 5+ Units	Renter	1950s	0	1	0	0	4.30696	33645.4	4.30696	33645.4
None	400%+	Multi-Family with 5+ Units	Renter	1960s	0	1	0	0	8.0504	63891.3	8.0504	63891.3
None	400%+	Multi-Family with 5+ Units	Renter	1970s	0	1	0	0	10.9888	88593.9	10.9888	88593.9
None	400%+	Multi-Family with 5+ Units	Renter	1980s	0	1	0	0	7.1246	58340.5	7.1246	58340.5
None	400%+	Multi-Family with 5+ Units	Renter	1990s	0	1	0	0	3.62268	29280	3.62268	29280
None	400%+	Multi-Family with 5+ Units	Renter	2000s	0	1	0	0	3.42142	25698.9	3.42142	25698.9
None	400%+	Multi-Family with 5+ Units	Renter	2010s	0	1	0	0	2.05285	14673.8	2.05285	14673.8
None	400%+	Multi-Family with 5+ Units	Renter	<1940	0	1	0	0	9.0567	56314.4	9.0567	56314.4
None	400%+	Single-Family Attached	Not Available	1940s	0	0	0	1	2.20524	4026.45	2.20524	4026.45
None	400%+	Single-Family Attached	Not Available	1950s	0	0	0	1	1.4334	5520.71	1.4334	5520.71
None	400%+	Single-Family Attached	Not Available	1960s	0	0	0	1	2.20524	10790.3	2.20524	10790.3
None	400%+	Single-Family Attached	Not Available	1970s	0	0	0	1	2.20524	9251.57	2.20524	9251.57
None	400%+	Single-Family Attached	Not Available	1980s	0	0	0	1	2.42576	11449.3	2.42576	11449.3
None	400%+	Single-Family Attached	Not Available	1990s	0	0	0	1	1.65393	8786	1.65393	8786
None	400%+	Single-Family Attached	Not Available	2000s	0	0	0	1	1.10262	4274.35	1.10262	4274.35
None	400%+	Single-Family Attached	Not Available	2010s	0	0	0	1	0.330786	773.937	1.98471	7390.84
None	400%+	Single-Family Attached	Not Available	<1940	0	0	0	1	2.20524	10405.3	2.20524	10405.3
None	400%+	Single-Family Attached	Owner	1940s	0	1	0	0	1.33119	2490.51	1.33119	2490.51
None	400%+	Single-Family Attached	Owner	1950s	0	1	0	0	0.865276	3414.76	0.865276	3414.76
None	400%+	Single-Family Attached	Owner	1960s	0	1	0	0	1.33119	6674.18	1.33119	6674.18
None	400%+	Single-Family Attached	Owner	1970s	0	1	0	0	1.33119	5722.44	1.33119	5722.44
None	400%+	Single-Family Attached	Owner	1980s	0	1	0	0	1.46431	7081.84	1.46431	7081.84
None	400%+	Single-Family Attached	Owner	1990s	0	1	0	0	0.998396	5434.46	0.998396	5434.46
None	400%+	Single-Family Attached	Owner	2000s	0	1	0	0	0.665597	2643.85	0.665597	2643.85
None	400%+	Single-Family Attached	Owner	2010s	0	1	0	0	0.199679	478.709	1.19807	4571.51
None	400%+	Single-Family Attached	Owner	<1940	0	1	0	0	1.33119	6436.05	1.33119	6436.05
None	400%+	Single-Family Attached	Renter	1940s	0	1	0	0	0.109459	183.584	0.109459	183.584
None	400%+	Single-Family Attached	Renter	1950s	0	1	0	0	0.0711486	251.714	0.0711486	251.714
None	400%+	Single-Family Attached	Renter	1960s	0	1	0	0	0.109459	491.978	0.109459	491.978
None	400%+	Single-Family Attached	Renter	1970s	0	1	0	0	0.109459	421.821	0.109459	421.821
None	400%+	Single-Family Attached	Renter	1980s	0	1	0	0	0.120405	522.028	0.120405	522.028
None	400%+	Single-Family Attached	Renter	1990s	0	1	0	0	0.0820945	400.594	0.0820945	400.594
None	400%+	Single-Family Attached	Renter	2000s	0	1	0	0	0.0547297	194.887	0.0547297	194.887
None	400%+	Single-Family Attached	Renter	2010s	0	1	0	0	0.0164189	35.2873	0.0985134	336.982
None	400%+	Single-Family Attached	Renter	<1940	0	1	0	0	0.109459	474.424	0.109459	474.424
None	400%+	Single-Family Detached	Not Available	1940s	0	0	0	1	8.79692	17182.9	8.79692	17182.9
None	400%+	Single-Family Detached	Not Available	1950s	0	0	0	1	3.89737	28064.7	3.89737	28064.7
None	400%+	Single-Family Detached	Not Available	1960s	0	0	0	1	2.89519	15688.6	2.89519	15688.6
None	400%+	Single-Family Detached	Not Available	1970s	0	0	0	1	3.45196	22328.5	3.45196	22328.5
None	400%+	Single-Family Detached	Not Available	1980s	0	0	0	1	3.45196	19184.4	3.45196	19184.4
None	400%+	Single-Family Detached	Not Available	1990s	0	0	0	1	2.33842	16104	2.33842	16104
None	400%+	Single-Family Detached	Not Available	2000s	0	0	0	1	1.89301	9529.31	1.89301	9529.31
None	400%+	Single-Family Detached	Not Available	2010s	0	0	0	1	1.6703	6744.27	1.6703	6744.27
None	400%+	Single-Family Detached	Not Available	<1940	0	0	0	1	8.79692	44404.5	8.79692	44404.5
None	400%+	Single-Family Detached	Owner	1940s	0	1	0	0	7.86221	15323.4	7.86221	15323.4
None	400%+	Single-Family Detached	Owner	1950s	0	1	0	0	3.48326	25027.6	3.48326	25027.6
None	400%+	Single-Family Detached	Owner	1960s	0	1	0	0	2.58756	13990.8	2.58756	13990.8
None	400%+	Single-Family Detached	Owner	1970s	0	1	0	0	3.08517	19912.1	3.08517	19912.1
None	400%+	Single-Family Detached	Owner	1980s	0	1	0	0	3.08517	17108.2	3.08517	17108.2
None	400%+	Single-Family Detached	Owner	1990s	0	1	0	0	2.08996	14361.2	2.08996	14361.2
None	400%+	Single-Family Detached	Owner	2000s	0	1	0	0	1.69187	8498.05	1.69187	8498.05
None	400%+	Single-Family Detached	Owner	2010s	0	1	0	0	1.49283	6014.4	1.49283	6014.4
None	400%+	Single-Family Detached	Owner	<1940	0	1	0	0	7.86221	39599.1	7.86221	39599.1
None	400%+	Single-Family Detached	Renter	1940s	0	1	0	0	0.0262326	53.2317	0.0262326	53.2317
None	400%+	Single-Family Detached	Renter	1950s	0	1	0	0	0.011622	86.943	0.011622	86.943
None	400%+	Single-Family Detached	Renter	1960s	0	1	0	0	0.00863351	48.6025	0.00863351	48.6025
None	400%+	Single-Family Detached	Renter	1970s	0	1	0	0	0.0102938	69.1725	0.0102938	69.1725
None	400%+	Single-Family Detached	Renter	1980s	0	1	0	0	0.0102938	59.4322	0.0102938	59.4322
None	400%+	Single-Family Detached	Renter	1990s	0	1	0	0	0.00697322	49.8894	0.00697322	49.8894
None	400%+	Single-Family Detached	Renter	2000s	0	1	0	0	0.00564499	29.5213	0.00564499	29.5213
None	400%+	Single-Family Detached	Renter	2010s	0	1	0	0	0.00498087	20.8934	0.00498087	20.8934
None	400%+	Single-Family Detached	Renter	<1940	0	1	0	0	0.0262326	137.563	0.0262326	137.563
None	Not Available	Mobile Home	Not Available	1940s	0	1	0	0	0.945193	1669.85	47.7323	108619
None	Not Available	Mobile Home	Not Available	1950s	0	1	0	0	1.41779	21439.9	24.1024	190713
None	Not Available	Mobile Home	Not Available	1960s	0	1	0	0	5.19856	44527.8	5.19856	44527.8
None	Not Available	Mobile Home	Not Available	1970s	0	1	0	0	7.56155	61174.8	7.56155	61174.8
None	Not Available	Mobile Home	Not Available	1980s	0	1	0	0	8.03414	72899.7	8.03414	72899.7
None	Not Available	Mobile Home	Not Available	1990s	0	1	0	0	6.14376	60585	6.14376	60585
None	Not Available	Mobile Home	Not Available	2000s	0	1	0	0	4.72597	32971.4	4.72597	32971.4
None	Not Available	Mobile Home	Not Available	2010s	0	1	0	0	3.30818	27858.8	11.8149	65706.3
None	Not Available	Mobile Home	Not Available	<1940	0	1	0	0	0.945193	4315.28	47.7323	280695
None	Not Available	Mobile Home	Owner	1940s	0	0	0	1	0.585456	1035.82	29.5655	67377.1
None	Not Available	Mobile Home	Owner	1950s	0	0	0	1	0.878185	13299.3	14.9291	118301
None	Not Available	Mobile Home	Owner	1960s	0	0	0	1	3.22001	27621	3.22001	27621
None	Not Available	Mobile Home	Owner	1970s	0	0	0	1	4.68365	37947.3	4.68365	37947.3
None	Not Available	Mobile Home	Owner	1980s	0	0	0	1	4.97638	45220.4	4.97638	45220.4
None	Not Available	Mobile Home	Owner	1990s	0	0	0	1	3.80547	37581.4	3.80547	37581.4
None	Not Available	Mobile Home	Owner	2000s	0	0	0	1	2.92728	20452.4	2.92728	20452.4
None	Not Available	Mobile Home	Owner	2010s	0	0	0	1	2.0491	17281	7.31821	40758.2
None	Not Available	Mobile Home	Owner	<1940	0	0	0	1	0.585456	2676.81	29.5655	174118
None	Not Available	Mobile Home	Renter	1940s	0	0	0	1	0.0428732	75.3353	2.16509	4900.32
None	Not Available	Mobile Home	Renter	1950s	0	0	0	1	0.0643097	967.259	1.09327	8604
None	Not Available	Mobile Home	Renter	1960s	0	0	0	1	0.235802	2008.87	0.235802	2008.87
None	Not Available	Mobile Home	Renter	1970s	0	0	0	1	0.342985	2759.9	0.342985	2759.9
None	Not Available	Mobile Home	Renter	1980s	0	0	0	1	0.364422	3288.87	0.364422	3288.87
None	Not Available	Mobile Home	Renter	1990s	0	0	0	1	0.278676	2733.29	0.278676	2733.29
None	Not Available	Mobile Home	Renter	2000s	0	0	0	1	0.214366	1487.5	0.214366	1487.5
None	Not Available	Mobile Home	Renter	2010s	0	0	0	1	0.150056	1256.85	0.535914	2964.34
None	Not Available	Mobile Home	Renter	<1940	0	0	0	1	0.0428732	194.684	2.16509	12663.6
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1940s	0	1	0	0	53.4593	160784	53.4593	160784
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1950s	0	1	0	0	22.2747	250193	22.2747	250193
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1960s	0	1	0	0	30.2936	305400	30.2936	305400
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1970s	0	1	0	0	40.9855	400109	40.9855	400109
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1980s	0	1	0	0	30.2936	325913	30.2936	325913
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	1990s	0	1	0	0	20.0472	215172	20.0472	215172
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	2000s	0	1	0	0	13.8103	114749	13.8103	114749
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	2010s	0	1	0	0	5.79142	38665.9	5.79142	38665.9
None	Not Available	Multi-Family with 2 - 4 Units	Not Available	<1940	0	1	0	0	53.4593	415504	53.4593	415504
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1940s	0	0	0	1	0.7805	2362.89	0.7805	2362.89
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1950s	0	0	0	1	0.325209	3676.83	0.325209	3676.83
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1960s	0	0	0	1	0.442284	4488.16	0.442284	4488.16
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1970s	0	0	0	1	0.598384	5880	0.598384	5880
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1980s	0	0	0	1	0.442284	4789.61	0.442284	4789.61
None	Not Available	Multi-Family with 2 - 4 Units	Owner	1990s	0	0	0	1	0.292688	3162.17	0.292688	3162.17
None	Not Available	Multi-Family with 2 - 4 Units	Owner	2000s	0	0	0	1	0.201629	1686.35	0.201629	1686.35
None	Not Available	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	0	1	0.0845542	568.233	0.0845542	568.233
None	Not Available	Multi-Family with 2 - 4 Units	Owner	<1940	0	0	0	1	0.7805	6106.24	0.7805	6106.24
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1940s	0	0	0	1	41.3208	124165	41.3208	124165
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1950s	0	0	0	1	17.217	193209	17.217	193209
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1960s	0	0	0	1	23.4151	235843	23.4151	235843
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1970s	0	0	0	1	31.6792	308981	31.6792	308981
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1980s	0	0	0	1	23.4151	251684	23.4151	251684
None	Not Available	Multi-Family with 2 - 4 Units	Renter	1990s	0	0	0	1	15.4953	166165	15.4953	166165
None	Not Available	Multi-Family with 2 - 4 Units	Renter	2000s	0	0	0	1	10.6745	88613.9	10.6745	88613.9
None	Not Available	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	0	1	4.47642	29859.4	4.47642	29859.4
None	Not Available	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	0	1	41.3208	320870	41.3208	320870
None	Not Available	Multi-Family with 5+ Units	Not Available	1940s	0	1	0	0	100.722	303906	100.722	303906
None	Not Available	Multi-Family with 5+ Units	Not Available	1950s	0	1	0	0	47.8988	469221	47.8988	469221
None	Not Available	Multi-Family with 5+ Units	Not Available	1960s	0	1	0	0	89.5305	891032	89.5305	891032
None	Not Available	Multi-Family with 5+ Units	Not Available	1970s	0	1	0	0	122.209	1.23554e+06	122.209	1.23554e+06
None	Not Available	Multi-Family with 5+ Units	Not Available	1980s	0	1	0	0	79.2345	813621	79.2345	813621
None	Not Available	Multi-Family with 5+ Units	Not Available	1990s	0	1	0	0	40.2887	408341	40.2887	408341
None	Not Available	Multi-Family with 5+ Units	Not Available	2000s	0	1	0	0	38.0505	358399	38.0505	358399
None	Not Available	Multi-Family with 5+ Units	Not Available	2010s	0	1	0	0	22.8303	204642	22.8303	204642
None	Not Available	Multi-Family with 5+ Units	Not Available	<1940	0	1	0	0	100.722	785364	100.722	785364
None	Not Available	Multi-Family with 5+ Units	Owner	1940s	0	0	0	1	1.95473	5925.01	1.95473	5925.01
None	Not Available	Multi-Family with 5+ Units	Owner	1950s	0	0	0	1	0.929581	9148.01	0.929581	9148.01
None	Not Available	Multi-Family with 5+ Units	Owner	1960s	0	0	0	1	1.73753	17371.7	1.73753	17371.7
None	Not Available	Multi-Family with 5+ Units	Owner	1970s	0	0	0	1	2.37173	24088.2	2.37173	24088.2
None	Not Available	Multi-Family with 5+ Units	Owner	1980s	0	0	0	1	1.53772	15862.5	1.53772	15862.5
None	Not Available	Multi-Family with 5+ Units	Owner	1990s	0	0	0	1	0.78189	7961.08	0.78189	7961.08
None	Not Available	Multi-Family with 5+ Units	Owner	2000s	0	0	0	1	0.738452	6987.39	0.738452	6987.39
None	Not Available	Multi-Family with 5+ Units	Owner	2010s	0	0	0	1	0.443071	3989.73	0.443071	3989.73
None	Not Available	Multi-Family with 5+ Units	Owner	<1940	0	0	0	1	1.95473	15311.6	1.95473	15311.6
None	Not Available	Multi-Family with 5+ Units	Renter	1940s	0	0	0	1	74.6134	224963	74.6134	224963
None	Not Available	Multi-Family with 5+ Units	Renter	1950s	0	0	0	1	35.4828	347336	35.4828	347336
None	Not Available	Multi-Family with 5+ Units	Renter	1960s	0	0	0	1	66.3231	659577	66.3231	659577
None	Not Available	Multi-Family with 5+ Units	Renter	1970s	0	0	0	1	90.531	914592	90.531	914592
None	Not Available	Multi-Family with 5+ Units	Renter	1980s	0	0	0	1	58.6959	602274	58.6959	602274
None	Not Available	Multi-Family with 5+ Units	Renter	1990s	0	0	0	1	29.8454	302270	29.8454	302270
None	Not Available	Multi-Family with 5+ Units	Renter	2000s	0	0	0	1	28.1873	265301	28.1873	265301
None	Not Available	Multi-Family with 5+ Units	Renter	2010s	0	0	0	1	16.9124	151484	16.9124	151484
None	Not Available	Multi-Family with 5+ Units	Renter	<1940	0	0	0	1	74.6134	581357	74.6134	581357
None	Not Available	Single-Family Attached	Not Available	1940s	0	1	0	0	9.70142	21139.7	9.70142	21139.7
None	Not Available	Single-Family Attached	Not Available	1950s	0	1	0	0	6.30592	28984.9	6.30592	28984.9
None	Not Available	Single-Family Attached	Not Available	1960s	0	1	0	0	9.70142	56651.2	9.70142	56651.2
None	Not Available	Single-Family Attached	Not Available	1970s	0	1	0	0	9.70142	48572.7	9.70142	48572.7
None	Not Available	Single-Family Attached	Not Available	1980s	0	1	0	0	10.6716	60111.5	10.6716	60111.5
None	Not Available	Single-Family Attached	Not Available	1990s	0	1	0	0	7.27606	46128.4	7.27606	46128.4
None	Not Available	Single-Family Attached	Not Available	2000s	0	1	0	0	4.85071	22441.3	4.85071	22441.3
None	Not Available	Single-Family Attached	Not Available	2010s	0	1	0	0	1.45521	4063.33	8.73128	38803.5
None	Not Available	Single-Family Attached	Not Available	<1940	0	1	0	0	9.70142	54629.9	9.70142	54629.9
None	Not Available	Single-Family Attached	Owner	1940s	0	0	0	1	3.83116	8145.02	3.83116	8145.02
None	Not Available	Single-Family Attached	Owner	1950s	0	0	0	1	2.49026	11167.7	2.49026	11167.7
None	Not Available	Single-Family Attached	Owner	1960s	0	0	0	1	3.83116	21827.4	3.83116	21827.4
None	Not Available	Single-Family Attached	Owner	1970s	0	0	0	1	3.83116	18714.8	3.83116	18714.8
None	Not Available	Single-Family Attached	Owner	1980s	0	0	0	1	4.21428	23160.6	4.21428	23160.6
None	Not Available	Single-Family Attached	Owner	1990s	0	0	0	1	2.87337	17773	2.87337	17773
None	Not Available	Single-Family Attached	Owner	2000s	0	0	0	1	1.91558	8646.5	1.91558	8646.5
None	Not Available	Single-Family Attached	Owner	2010s	0	0	0	1	0.574675	1565.58	3.44805	14950.8
None	Not Available	Single-Family Attached	Owner	<1940	0	0	0	1	3.83116	21048.6	3.83116	21048.6
None	Not Available	Single-Family Attached	Renter	1940s	0	0	0	1	1.33859	3041	1.33859	3041
None	Not Available	Single-Family Attached	Renter	1950s	0	0	0	1	0.870083	4169.55	0.870083	4169.55
None	Not Available	Single-Family Attached	Renter	1960s	0	0	0	1	1.33859	8149.42	1.33859	8149.42
None	Not Available	Single-Family Attached	Renter	1970s	0	0	0	1	1.33859	6987.31	1.33859	6987.31
None	Not Available	Single-Family Attached	Renter	1980s	0	0	0	1	1.47245	8647.19	1.47245	8647.19
None	Not Available	Single-Family Attached	Renter	1990s	0	0	0	1	1.00394	6635.68	1.00394	6635.68
None	Not Available	Single-Family Attached	Renter	2000s	0	0	0	1	0.669294	3228.23	0.669294	3228.23
None	Not Available	Single-Family Attached	Renter	2010s	0	0	0	1	0.200788	584.521	1.20473	5581.98
None	Not Available	Single-Family Attached	Renter	<1940	0	0	0	1	1.33859	7858.65	1.33859	7858.65
None	Not Available	Single-Family Detached	Not Available	1940s	0	1	0	0	31.3979	73327.1	31.3979	73327.1
None	Not Available	Single-Family Detached	Not Available	1950s	0	1	0	0	13.9105	119765	13.9105	119765
None	Not Available	Single-Family Detached	Not Available	1960s	0	1	0	0	10.3335	66950.4	10.3335	66950.4
None	Not Available	Single-Family Detached	Not Available	1970s	0	1	0	0	12.3207	95285.8	12.3207	95285.8
None	Not Available	Single-Family Detached	Not Available	1980s	0	1	0	0	12.3207	81868.4	12.3207	81868.4
None	Not Available	Single-Family Detached	Not Available	1990s	0	1	0	0	8.34628	68723.1	8.34628	68723.1
None	Not Available	Single-Family Detached	Not Available	2000s	0	1	0	0	6.75651	40665.9	6.75651	40665.9
None	Not Available	Single-Family Detached	Not Available	2010s	0	1	0	0	5.96163	28780.8	5.96163	28780.8
None	Not Available	Single-Family Detached	Not Available	<1940	0	1	0	0	31.3979	189494	31.3979	189494
None	Not Available	Single-Family Detached	Owner	1940s	0	0	0	1	25.2003	58086.7	25.2003	58086.7
None	Not Available	Single-Family Detached	Owner	1950s	0	0	0	1	11.1647	94872.6	11.1647	94872.6
None	Not Available	Single-Family Detached	Owner	1960s	0	0	0	1	8.29378	53035.3	8.29378	53035.3
None	Not Available	Single-Family Detached	Owner	1970s	0	0	0	1	9.88873	75481.4	9.88873	75481.4
None	Not Available	Single-Family Detached	Owner	1980s	0	0	0	1	9.88873	64852.7	9.88873	64852.7
None	Not Available	Single-Family Detached	Owner	1990s	0	0	0	1	6.69882	54439.6	6.69882	54439.6
None	Not Available	Single-Family Detached	Owner	2000s	0	0	0	1	5.42285	32213.8	5.42285	32213.8
None	Not Available	Single-Family Detached	Owner	2010s	0	0	0	1	4.78487	22799	4.78487	22799
None	Not Available	Single-Family Detached	Owner	<1940	0	0	0	1	25.2003	150109	25.2003	150109
None	Not Available	Single-Family Detached	Renter	1940s	0	0	0	1	0.339137	886.734	0.339137	886.734
None	Not Available	Single-Family Detached	Renter	1950s	0	0	0	1	0.15025	1448.3	0.15025	1448.3
None	Not Available	Single-Family Detached	Renter	1960s	0	0	0	1	0.111615	809.621	0.111615	809.621
None	Not Available	Single-Family Detached	Renter	1970s	0	0	0	1	0.133079	1152.28	0.133079	1152.28
None	Not Available	Single-Family Detached	Renter	1980s	0	0	0	1	0.133079	990.022	0.133079	990.022
None	Not Available	Single-Family Detached	Renter	1990s	0	0	0	1	0.0901503	831.058	0.0901503	831.058
None	Not Available	Single-Family Detached	Renter	2000s	0	0	0	1	0.0729788	491.766	0.0729788	491.766
None	Not Available	Single-Family Detached	Renter	2010s	0	0	0	1	0.0643931	348.042	0.0643931	348.042
None	Not Available	Single-Family Detached	Renter	<1940	0	0	0	1	0.339137	2291.52	0.339137	2291.52
Yes	0-100%	Mobile Home	Not Available	1940s	0	0	0	1	0.436451	1202.07	112.986	205553
Yes	0-100%	Mobile Home	Not Available	1950s	0	0	0	1	0.982014	6374.6	0.982014	6374.6
Yes	0-100%	Mobile Home	Not Available	1960s	0	0	0	1	2.23681	14846.3	2.23681	14846.3
Yes	0-100%	Mobile Home	Not Available	1970s	0	0	0	1	10.1475	63787.6	10.1475	63787.6
Yes	0-100%	Mobile Home	Not Available	1980s	0	0	0	1	9.00179	62257.5	9.00179	62257.5
Yes	0-100%	Mobile Home	Not Available	1990s	0	0	0	1	13.2572	94471.4	13.2572	94471.4
Yes	0-100%	Mobile Home	Not Available	2000s	0	0	0	1	8.23801	48062.3	8.23801	48062.3
Yes	0-100%	Mobile Home	Not Available	2010s	0	0	0	1	4.52818	30130.3	4.52818	30130.3
Yes	0-100%	Mobile Home	Not Available	<1940	0	0	0	1	0.436451	3106.42	112.986	531196
Yes	0-100%	Mobile Home	Owner	1940s	0.288969	0	0.711031	0	0.205858	549.822	53.2915	94019.4
Yes	0-100%	Mobile Home	Owner	1950s	0.234162	0	0.765838	0	0.46318	2915.72	0.46318	2915.72
Yes	0-100%	Mobile Home	Owner	1960s	0.227321	0	0.772679	0	1.05502	6790.66	1.05502	6790.66
Yes	0-100%	Mobile Home	Owner	1970s	0.23594	0	0.76406	0	4.7862	29176.3	4.7862	29176.3
Yes	0-100%	Mobile Home	Owner	1980s	0.248645	0	0.751355	0	4.24582	28476.4	4.24582	28476.4
Yes	0-100%	Mobile Home	Owner	1990s	0.262596	0	0.737404	0	6.25294	43210.9	6.25294	43210.9
Yes	0-100%	Mobile Home	Owner	2000s	0.263583	0	0.736417	0	3.88557	21983.5	3.88557	21983.5
Yes	0-100%	Mobile Home	Owner	2010s	0.263678	0	0.736322	0	2.13578	13781.5	2.13578	13781.5
Yes	0-100%	Mobile Home	Owner	<1940	0.288969	0	0.711031	0	0.205858	1420.87	53.2915	242968
Yes	0-100%	Mobile Home	Renter	1940s	0.396097	0	0.603903	0	0.0427487	125.946	11.0666	21536.7
Yes	0-100%	Mobile Home	Renter	1950s	0.330414	0	0.669586	0	0.0961845	667.894	0.0961845	667.894
Yes	0-100%	Mobile Home	Renter	1960s	0.321942	0	0.678058	0	0.219087	1555.51	0.219087	1555.51
Yes	0-100%	Mobile Home	Renter	1970s	0.332605	0	0.667395	0	0.993906	6683.31	0.993906	6683.31
Yes	0-100%	Mobile Home	Renter	1980s	0.348144	0	0.651856	0	0.881691	6522.99	0.881691	6522.99
Yes	0-100%	Mobile Home	Renter	1990s	0.364965	0	0.635035	0	1.29849	9898.17	1.29849	9898.17
Yes	0-100%	Mobile Home	Renter	2000s	0.366146	0	0.633854	0	0.806881	5035.69	0.806881	5035.69
