Building,ASHRAE IECC Climate Zone 2004,Bathroom Spot Vent Hour,County and PUMA,AIANNH Area,CEC Climate Zone,City,County,AHS Region,ASHRAE IECC Climate Zone 2004 - Sub-CZ Split,Building America Climate Zone,Dehumidifier,Door Area,Doors,Eaves,Electric Vehicle Battery,Electric Vehicle Miles Traveled,Energystar Climate Zone 2023,Generation And Emissions Assessment Region,Ground Thermal Conductivity,HVAC System Is Faulted,HVAC System Is Scaled,Holiday Lighting,Hot Water Distribution,ISO RTO Region,Interior Shading,Lighting Interior Use,Lighting Other Use,Mechanical Ventilation,Metropolitan and Micropolitan Statistical Area,County Metro Status,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Natural Ventilation,Orientation,Overhangs,PUMA,Geometry Building Type ACS,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Building Type RECS,Cooling Setpoint Has Offset,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Corridor,Neighbors,PUMA Metro Status,REEDS Balancing Area,Radiant Barrier,Range Spot Vent Hour,State,Census Division,Census Division RECS,Census Region,Custom State,Lighting,Location Region,Plug Loads,Usage Level,Clothes Dryer Usage Level,Clothes Washer Usage Level,Cooking Range Usage Level,Dishwasher Usage Level,Hot Water Fixtures,Plug Load Diversity,Refrigerator Usage Level,Vacancy Status,Ceiling Fan,Has PV,Battery,PV Orientation,PV System Size,Tenure,Vintage,Heating Fuel,HVAC Heating Type,HVAC Secondary Heating Fuel,HVAC Secondary Heating Type,HVAC Secondary Heating Efficiency,HVAC Secondary Heating Partial Space Conditioning,Vintage ACS,Geometry Foundation Type,HVAC Cooling Type,Cooling Setpoint,HVAC Has Shared System,HVAC Cooling Efficiency,HVAC Cooling Autosizing Factor,HVAC Has Ducts,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Autosizing Factor,HVAC Heating Type And Fuel,HVAC Shared Efficiencies,HVAC System Single Speed AC Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed ASHP Charge,Heating Setpoint,Heating Setpoint Has Offset,Heating Setpoint Offset Magnitude,Heating Setpoint Offset Period,Income,Income RECS2015,Income RECS2020,Geometry Floor Area,Bedrooms,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Building Type Height,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Geometry Space Combination,Duct Location,Duct Leakage and Insulation,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,HVAC Cooling Partial Space Conditioning,Infiltration,Insulation Ceiling,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Insulation Roof,Insulation Slab,Insulation Wall,Misc Well Pump,Occupants,Area Median Income,Federal Poverty Level,Clothes Washer Presence,Clothes Dryer,Clothes Washer,Cooking Range,Cooling Unavailable Days,Dishwasher,Electric Vehicle Charge At Home,Electric Vehicle Ownership,Electric Vehicle Charger,Electric Vehicle Outlet Access,Heating Unavailable Days,Household Has Tribal Persons,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Refrigerator,Roof Material,State Metro Median Income,Water Heater Fuel,Water Heater Efficiency,Water Heater In Unit,Water Heater Location,Window Areas,Windows
86660,4A,Hour20,"G2001770, G20000802",No,None,Not in a census Place,"KS, Shawnee County",Non-CBSA West North Central,4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",7000,North-Central,SPP South,1.7,No,No,No Exterior Use,Uninsulated,SPP,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Topeka, KS MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Southwest,None,"KS, 00802",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Night Setback,Not Applicable,Left/Right at 15ft,Not/partially in metro area,53,No,Hour16,KS,West North Central,West North Central,Midwest,Others,100% LED,CR08,95%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Owner,1970s,Electricity,Non-Ducted Heating,None,None,None,0%,1960-79,Vented Crawlspace,Central AC,70F,None,"AC, SEER 15",None,Yes,"Electric Boiler, 100% AFUE",No,None,Electricity Electric Boiler,None,None,None,None,None,62F,Yes,3F,Night,60000-69999,60000-79999,60000-99999,2500-2999,2,2500-3999,1,None,None,None,Single-Family Detached,1,Vented Attic,2 Car,"Single-Family Detached, Vented Crawlspace, Vented Attic, 2 Car Garage",Crawlspace,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",80% Conditioned,15 ACH50,R-38,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",None,1,120-150%,400%+,Yes,Electric,EnergyStar,Electric Resistance,Never,318 Rated kWh,80-99%,No,None,Yes,Never,No,EF 17.6,None,Other Fuel,Has Pool,Other Fuel,1.0 HP Pump,EF 21.9,"Metal, Dark",100-120%,Electricity,Electric Standard,Yes,Garage,F15 B15 L15 R15,"Double, Clear, Non-metal, Air"
392778,3C,Hour7,"G0600970, G06009702",No,2,Not in a census Place,"CA, Sonoma County",Non-CBSA Pacific,3C,Marine,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",7000,South-Central,CAISO,0.8,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Santa Rosa, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"CA, 09702",Single-Family Attached,20,Middle,Single-Family Attached,No,0F,None,Not Applicable,12,"In metro area, not/partially in principal city",9,No,Hour11,CA,Pacific,Pacific,West,Others,100% LED,CR11,96%,High,120% Usage,120% Usage,120% Usage,120% Usage,120% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1980s,Natural Gas,Non-Ducted Heating,None,None,None,0%,1980-99,Slab,Central AC,70F,None,"AC, SEER 13",None,Yes,"Fuel Wall/Floor Furnace, 60% AFUE",No,None,Natural Gas Fuel Wall/Floor Furnace,None,None,None,None,None,65F,Yes,6F,Day -3h,200000+,140000+,150000+,3000-3999,4,2500-3999,2,None,None,None,Single-Family Attached,2,Finished Attic or Cathedral Ceilings,None,"Single-Family Attached, Slab, Finished Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",100% Conditioned,4 ACH50,None,None,None,None,"Finished, R-19",Uninsulated,"Wood Stud, R-11",None,4,150%+,400%+,Yes,Electric,Standard,Gas,Never,290 Rated kWh,100%,No,None,No,Never,No,EF 10.5,None,None,None,None,None,EF 19.9,"Tile, Clay or Ceramic",150%+,Natural Gas,Natural Gas Tankless,Yes,Living Space,F12 B12 L12 R12,"Double, Clear, Non-metal, Air, Exterior Clear Storm"
265219,3B,Hour3,"G0600370, G06003748",No,6,"CA, Los Angeles","CA, Los Angeles County","CBSA Los Angeles-Long Beach-Anaheim, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",5000,North-Central,CAISO,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Los Angeles-Long Beach-Anaheim, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"CA, 03748",50 or more Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Day and Night Setup +5h,Double-Loaded Interior,27,"In metro area, not/partially in principal city",10,None,Hour19,CA,Pacific,Pacific,West,Others,100% CFL,CR11,91%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1960s,None,None,None,None,None,0%,1960-79,Slab,Room AC,80F,None,"Room AC, EER 10.7",None,No,None,No,None,None,None,None,None,None,None,72F,Yes,3F,Day -3h,140000-159999,140000+,150000+,1000-1499,3,0-1499,11,Middle,326,Middle,"Multi-Family with 5+ Units, 8+ Stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",None,None,8+,Steel Frame,"Vinyl, Light",40% Conditioned,20 ACH50,None,None,None,None,"Finished, R-49",Uninsulated,"Wood Stud, Uninsulated",None,4,120-150%,400%+,None,None,None,Gas,Never,None,100%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",150%+,Electricity,Electric Standard,No,Conditioned Mechanical Room,F30 B30 L30 R30,"Single, Clear, Non-metal"
353948,4A,Hour21,"G4700410, G47000600",No,None,Not in a census Place,"TN, DeKalb County",Non-CBSA East South Central,4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",9000,North-Central,SERTP,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"TN, 00600",5 to 9 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Day Setup and Night Setback +5h,Double-Loaded Interior,27,Not/partially in metro area,92,None,Hour6,TN,East South Central,East South Central,South,Others,100% Incandescent,CR08,123%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1980s,Electricity,Non-Ducted Heating,None,None,None,0%,1980-99,Slab,Central AC,65F,None,"AC, SEER 13",None,Yes,"Electric Baseboard, 100% Efficiency",Yes,None,Electricity Baseboard,None,None,None,None,None,70F,No,0F,None,<10000,<20000,<20000,500-749,2,0-1499,2,Top,9,Left,"Multi-Family with 5+ Units, 1-3 Stories",2,None,None,"Multi-Family with 5+ Units Top Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Brick, Medium/Dark",100% Conditioned,20 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-11",None,2,0-30%,0-100%,Yes,Electric,Standard,None,Never,318 Rated kWh,0-19%,No,None,No,Never,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",0-30%,Electricity,Electric Standard,No,Conditioned Mechanical Room,F18 B18 L18 R18,"Single, Clear, Metal"
216062,5A,Hour23,"G3300170, G33000300",No,None,In another census Place,"NH, Strafford County","CBSA Boston-Cambridge-Newton, MA-NH",5A,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",9000,Northern,ISONE,1.1,No,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Boston-Cambridge-Newton, MA-NH MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"NH, 00300",Mobile Home,None,None,Mobile Home,No,0F,None,Not Applicable,Left/Right at 15ft,Not/partially in metro area,130,No,Hour14,NH,New England,New England,Northeast,Others,100% CFL,CR03,137%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1960s,Fuel Oil,Non-Ducted Heating,None,None,None,0%,1960-79,Ambient,Central AC,80F,None,"AC, SEER 13",None,Yes,"Fuel Boiler, 90% AFUE",No,None,Fuel Oil Fuel Boiler,None,None,None,None,None,68F,No,0F,None,50000-59999,40000-59999,40000-59999,750-999,3,0-1499,1,None,None,None,Mobile Home,1,None,None,"Mobile Home, Ambient, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",100% Conditioned,25 ACH50,None,Uninsulated,None,None,"Finished, R-30",None,"Wood Stud, Uninsulated",None,2,60-80%,300-400%,Yes,Electric,Standard,Electric Resistance,Never,318 Rated kWh,80-99%,No,None,Yes,Never,No,None,"EF 12, National Average",None,None,None,None,EF 6.7,"Metal, Dark",60-80%,Propane,Propane Tankless,Yes,Living Space,F9 B9 L9 R9,"Double, Clear, Non-metal, Air"
343868,5B,Hour22,"G3500450, G35000200",No,None,"NM, Farmington","NM, San Juan County",Non-CBSA Mountain,5B,Cold,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",11000,Northern,West Connect South,1.7,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Farmington, NM MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Northwest,None,"NM, 00200",Mobile Home,None,None,Mobile Home,Yes,5F,Day Setup and Night Setback,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",31,No,Hour12,NM,Mountain,Mountain South,West,Others,100% Incandescent,CR10,166%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1980s,Propane,Ducted Heating,None,None,None,0%,1980-99,Ambient,Central AC,70F,None,"AC, SEER 15",None,Yes,"Fuel Furnace, 92.5% AFUE",No,None,Propane Fuel Furnace,None,None,None,None,None,68F,Yes,12F,Night +5h,<10000,<20000,<20000,1000-1499,3,0-1499,1,None,None,None,Mobile Home,1,None,None,"Mobile Home, Ambient, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Brick,"Stucco, Medium/Dark",100% Conditioned,30 ACH50,None,Uninsulated,None,None,"Finished, R-30",None,"Brick, 12-in, 3-wythe, R-11",None,2,0-30%,0-100%,Yes,Electric,Standard,Propane,Never,None,80-99%,No,None,Yes,Never,No,None,"EF 12, National Average",None,None,None,None,EF 19.9,"Metal, Dark",0-30%,Propane,Propane Standard,Yes,Living Space,F9 B9 L9 R9,"Double, Clear, Non-metal, Air"
86657,4A,Hour2,"G5400110, G54000800",No,None,Not in a census Place,"WV, Cabell County",Non-CBSA South Atlantic,4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",9000,North-Central,PJM East,1.1,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Huntington-Ashland, WV-KY-OH MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Northeast,None,"WV, 00800",50 or more Unit,None,None,Multi-Family with 5+ Units,Yes,5F,Day Setup +1h,Double-Loaded Interior,7,Not/partially in metro area,117,None,Hour17,WV,South Atlantic,South Atlantic,South,Others,100% LED,CR08,106%,High,120% Usage,120% Usage,120% Usage,120% Usage,120% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1970s,Electricity,Non-Ducted Heating,None,None,None,0%,1960-79,Unheated Basement,Central AC,68F,None,"AC, SEER 13",None,Yes,"Electric Baseboard, 100% Efficiency",Yes,None,Electricity Baseboard,None,None,None,None,None,70F,No,0F,None,15000-19999,<20000,<20000,0-499,1,0-1499,35,Middle,326,Left,"Multi-Family with 5+ Units, 8+ Stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Unheated Basement, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",8+,Steel Frame,"Wood, Medium/Dark",100% Conditioned,10 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-7",None,"Wood Stud, Uninsulated",None,1,30-60%,100-150%,Yes,Electric,Standard,Electric Resistance,Never,318 Rated kWh,0-19%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",30-60%,Electricity,Electric Standard,Yes,Living Space,F30 B30 L30 R30,"Double, Clear, Metal, Air"
187782,5A,Hour13,"G2601630, G26003209",No,None,"MI, Detroit","MI, Wayne County","CBSA Detroit-Warren-Dearborn, MI",5A,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",9000,Northern,MISO Central,0.8,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Detroit-Warren-Dearborn, MI MSA",Metropolitan,None,None,Gas Lighting,"Cooling Season, 7 days/wk",Northwest,None,"MI, 03209",Single-Family Attached,10,Middle,Single-Family Attached,Yes,2F,Night Setback +3h,Not Applicable,7,"In metro area, principal city",103,No,Hour8,MI,East North Central,East North Central,Midwest,Others,100% CFL,CR04,104%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Vacant,"Standard Efficiency, No usage",No,None,None,None,Not Available,<1940,Natural Gas,Ducted Heating,None,None,None,0%,<1940,Unheated Basement,Room AC,60F,None,"Room AC, EER 10.7",None,Yes,"Fuel Furnace, 80% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,55F,No,0F,None,Not Available,Not Available,Not Available,750-999,3,0-1499,1,None,None,None,Single-Family Attached,1,None,None,"Single-Family Attached, Unheated Basement, No Attic, No Garage",Unheated Basement,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Brick, Light",60% Conditioned,40 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-13",None,"Wood Stud, Uninsulated",None,0,Not Available,Not Available,None,None,None,Gas,Never,None,80-99%,No,None,Yes,Never,Not Available,None,"EF 12, National Average",None,None,None,None,EF 19.9,Composition Shingles,Not Available,Natural Gas,Natural Gas Standard,Yes,Unheated Basement,F9 B9 L9 R9,"Single, Clear, Metal"
442788,5A,Hour3,"G3101090, G31000801",No,None,"NE, Lincoln","NE, Lancaster County",Non-CBSA West North Central,5A,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",3000,Northern,SPP North,1.4,No,No,No Exterior Use,Uninsulated,SPP,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Lincoln, NE MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"NE, 00801",50 or more Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,27,"In metro area, not/partially in principal city",41,None,Hour6,NE,West North Central,West North Central,Midwest,Others,100% Incandescent,CR08,86%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,None,No,None,None,None,Renter,1970s,Electricity,Non-Ducted Heating,None,None,None,0%,1960-79,Slab,Room AC,70F,None,"Room AC, EER 10.7",None,No,"Electric Baseboard, 100% Efficiency",Yes,None,Electricity Baseboard,None,None,None,None,None,70F,No,0F,None,25000-29999,20000-39999,20000-39999,0-499,1,0-1499,12,Middle,183,Right,"Multi-Family with 5+ Units, 8+ Stories",4+,None,None,"Multi-Family with 5+ Units Middle Unit, Slab, No Attic, No Garage",None,None,8+,Steel Frame,"Vinyl, Light",40% Conditioned,25 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, Uninsulated",None,1,30-60%,200-300%,None,None,None,Electric Resistance,Year round,318 Rated kWh,0-19%,No,None,No,Never,No,None,"EF 12, National Average",None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",30-60%,Natural Gas,Natural Gas Standard,No,Conditioned Mechanical Room,F30 B30 L30 R30,"Double, Clear, Non-metal, Air"
319167,5A,Hour1,"G1700310, G17003521",No,None,"IL, Chicago","IL, Cook County","CBSA Chicago-Naperville-Elgin, IL-IN-WI",5A,Cold,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",1000,Northern,PJM West,1.7,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Chicago-Naperville-Elgin, IL-IN-WI MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"IL, 03521",5 to 9 Unit,None,None,Multi-Family with 5+ Units,Yes,9F,Day and Night Setup -4h,Double-Loaded Interior,27,"In metro area, principal city",80,None,Hour18,IL,East North Central,East North Central,Midwest,Others,100% Incandescent,CR04,89%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Renter,<1940,Other Fuel,Ducted Heating,None,None,None,0%,<1940,Unheated Basement,Central AC,78F,Heating and Cooling,Shared Cooling,None,No,Shared Heating,No,None,Other Fuel Shared Heating,"Fan Coil Heating and Cooling, Fuel",None,None,None,None,76F,Yes,3F,Day +4h,15000-19999,<20000,<20000,0-499,1,0-1499,2,Top,8,Left,"Multi-Family with 5+ Units, 1-3 Stories",2,None,None,"Multi-Family with 5+ Units Top Unit, Unheated Basement, No Attic, No Garage",None,None,<8,Brick,None,100% Conditioned,25 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, Uninsulated",None,"Brick, 12-in, 3-wythe, Uninsulated",None,1,30-60%,150-200%,None,None,None,Electric Resistance,Never,None,100%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",30-60%,Electricity,Electric Standard,No,Conditioned Mechanical Room,F18 B18 L18 R18,"Single, Clear, Non-metal"
138907,1A,Hour4,"G1500090, G15000100",No,None,In another census Place,"HI, Maui County",Non-CBSA Pacific,1A - HI,Hot-Humid,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",9000,Southern,None,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Kahului-Wailuku-Lahaina, HI MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Northwest,None,"HI, 00100",Single-Family Detached,None,None,Single-Family Detached,Yes,2F,Night Setback +5h,Not Applicable,Left/Right at 15ft,Not/partially in metro area,None,No,Hour0,HI,Pacific,Pacific,West,Others,100% LED,CRHI,94%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,Yes,None,North,3.0 kWDC,Renter,1980s,None,None,None,None,None,0%,1980-99,Slab,None,78F,None,None,None,No,None,No,None,None,None,None,None,None,None,60F,No,0F,None,25000-29999,20000-39999,20000-39999,3000-3999,3,2500-3999,1,None,None,None,Single-Family Detached,1,None,3 Car,"Single-Family Detached, Slab, No Attic, 3 Car Garage",None,None,<8,Wood Frame,"Wood, Medium/Dark",None,7 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, R-11",None,1,30-60%,200-300%,Yes,Electric,Standard,Electric Resistance,Never,318 Rated kWh,80-99%,No,None,Yes,Never,No,EF 17.6,None,None,None,None,None,EF 17.6,"Tile, Concrete",30-60%,Solar Thermal,"Solar Thermal, 40 sqft, South, Roof Pitch, Propane Standard Backup",Yes,Garage,F18 B18 L18 R18,"Single, Clear, Non-metal"
173225,3B,Hour16,"G0600650, G06006502",Yes,15,"CA, Palm Springs","CA, Riverside County","CBSA Riverside-San Bernardino-Ontario, CA",3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",7000,South-Central,CAISO,1.4,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Riverside-San Bernardino-Ontario, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"CA, 06502",Single-Family Attached,90,Middle,Single-Family Attached,Yes,9F,Night Setup +2h,Not Applicable,7,"In metro area, not/partially in principal city",10,No,Hour12,CA,Pacific,Pacific,West,Others,100% CFL,CR11,96%,High,120% Usage,120% Usage,120% Usage,120% Usage,120% Usage,200%,105% Usage,Vacant,None,No,None,None,None,Not Available,1960s,Natural Gas,Ducted Heating,None,None,None,0%,1960-79,Slab,Central AC,75F,None,"AC, SEER 13",None,Yes,"Fuel Furnace, 92.5% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,55F,No,0F,None,Not Available,Not Available,Not Available,0-499,2,0-1499,1,None,None,None,Single-Family Attached,1,None,None,"Single-Family Attached, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Stucco, Light",100% Conditioned,10 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, Uninsulated",None,0,Not Available,Not Available,Yes,Gas,EnergyStar,Gas,Never,290 Rated kWh,100%,No,None,Yes,Never,Not Available,None,"EF 12, National Average",None,None,None,None,EF 17.6,Composition Shingles,Not Available,Natural Gas,Natural Gas Standard,No,Conditioned Mechanical Room,F9 B9 L9 R9,"Double, Clear, Non-metal, Air, Exterior Clear Storm"
450403,6B,Hour1,"G5600370, G56000500",No,None,In another census Place,"WY, Sweetwater County",Non-CBSA Mountain,6B,Cold,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",11000,Northern,Northern Grid East,2.0,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Rock Springs, WY MicroSA",Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"WY, 00500",10 to 19 Unit,None,None,Multi-Family with 5+ Units,No,0F,None,Double-Loaded Interior,27,Not/partially in metro area,21,None,Hour18,WY,Mountain,Mountain North,West,Others,100% LED,CR05,105%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Vacant,"Standard Efficiency, No usage",No,None,None,None,Not Available,1980s,Electricity,Ducted Heating,None,None,None,0%,1980-99,Unheated Basement,Central AC,70F,None,"AC, SEER 10",None,Yes,"Electric Furnace, 100% AFUE",No,None,Electricity Electric Furnace,None,None,None,None,None,55F,No,0F,None,Not Available,Not Available,Not Available,500-749,1,0-1499,2,Bottom,13,Left,"Multi-Family with 5+ Units, 1-3 Stories",2,None,None,"Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage",Unheated Basement,"30% Leakage to Outside, Uninsulated",<8,Wood Frame,"Vinyl, Light",100% Conditioned,20 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, R-11",None,0,Not Available,Not Available,Yes,Electric,Standard,Electric Resistance,Never,None,100%,No,None,No,Never,Not Available,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",Not Available,Electricity,Electric Standard,Yes,Living Space,F12 B12 L12 R12,"Double, Clear, Metal, Air"
